number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,params_weight_class_0,params_weight_class_1,params_weight_class_2,state
17,-0.5577933650522259,2025-12-04 13:32:30.986159,2025-12-04 13:32:45.928734,0 days 00:00:14.942575,0.6361981875974685,1.0841940351722725,0.09981914705189256,7,9,2,152,0.8887374619248573,1.6454418666444448,1.4288617108235815,0.835382128180759,2.9443148797358085,0.8345143068496156,1.527116512864828,COMPLETE
18,-0.5298095448328431,2025-12-04 13:32:31.012360,2025-12-04 13:33:23.141598,0 days 00:00:52.129238,0.7789675981213743,0.43504026504137094,0.025727409295600658,3,10,6,455,3.185136790711577,1.4441830469185084,0.6787860712664417,0.7835763413929837,1.9082782753403376,0.8661966307087979,2.4938885388886325,COMPLETE
19,-0.5471347780427831,2025-12-04 13:32:31.022044,2025-12-04 13:32:56.524174,0 days 00:00:25.502130,0.6258359634899904,0.38893729656056286,0.08207623640326078,4,8,5,348,2.011184246380762,1.6226020203512532,1.21677975441938,0.7010966328902623,1.6617921933997493,0.5295080179416156,2.0480802384196166,COMPLETE
20,-0.5043153974109028,2025-12-04 13:32:31.092449,2025-12-04 13:32:35.933826,0 days 00:00:04.841377,0.6255353259755513,0.13329322941623656,0.057579872510532974,5,4,9,99,3.310409964311258,0.5446345521204998,1.273339662545305,0.6416934060005521,2.644064806902652,0.7987957948116132,2.473007034955261,COMPLETE
21,-0.5825746642182668,2025-12-04 13:32:31.146413,2025-12-04 13:32:59.172194,0 days 00:00:28.025781,0.8834405173121738,1.4183169822692427,0.07262708935150042,2,9,6,374,4.343352737626897,2.6648262926419704,1.2607649845807067,0.7567720642663516,2.4168411322477907,0.5777211455855168,1.2490444921636792,COMPLETE
22,-0.5047024560902257,2025-12-04 13:32:31.220774,2025-12-04 13:32:42.034277,0 days 00:00:10.813503,0.7639879255161499,1.9478841977141308,0.01875487219135547,4,9,3,106,0.10807399174638022,3.6468290542226582,1.0775777640200985,0.6571125181946867,3.4374539295113813,0.8009682713629729,0.9793819632497696,COMPLETE
23,-0.5297119313223542,2025-12-04 13:32:31.244687,2025-12-04 13:33:00.542560,0 days 00:00:29.297873,0.8337720327271936,0.5592313342799571,0.036730787894183256,7,7,6,475,0.3632156834902883,2.8346070811885236,1.0124002468885926,0.7279221095071029,1.4762258605463512,0.6436061576256126,2.022862627753416,COMPLETE
24,-0.5040424934742586,2025-12-04 13:32:35.532459,2025-12-04 13:32:47.310514,0 days 00:00:11.778055,0.8847657257429576,1.306594824314701,0.05013977494798545,10,10,5,89,4.56498711472293,2.814082823865254,0.6070729159951557,0.8477774034142999,1.7755815635201588,0.9087172457793999,2.60952176388518,COMPLETE
25,-0.5590793031900818,2025-12-04 13:32:35.934886,2025-12-04 13:32:51.864279,0 days 00:00:15.929393,0.7212227844493027,1.3159726542834689,0.024797152096044266,6,8,1,198,2.5024434699113125,1.9565144299390258,1.8418710491600483,0.8179705671921892,3.002170168745277,0.9253064238569446,1.9535870208543515,COMPLETE
26,-0.5793955710493095,2025-12-04 13:32:39.513278,2025-12-04 13:32:58.853892,0 days 00:00:19.340614,0.7677148844741786,0.13443913393684892,0.06430268505922655,10,8,5,265,2.5162671853380685,0.6718012982323096,1.4246822935039045,0.8681302142545867,1.956314421994434,0.5412564167033511,1.1884469263980166,COMPLETE
27,-0.5554056251336983,2025-12-04 13:32:40.225400,2025-12-04 13:33:12.416589,0 days 00:00:32.191189,0.8789262891802144,0.8848290265114476,0.05570529066420053,0,10,5,279,0.7666358755287639,1.3992579174757709,1.7664012768959987,0.6051679464835038,2.2338636605165547,0.7144652145824328,2.2933548488905506,COMPLETE
28,-0.5669890434118678,2025-12-04 13:32:41.509841,2025-12-04 13:32:50.564577,0 days 00:00:09.054736,0.7719088600180259,0.4359365462133047,0.010961353131603091,7,10,8,64,2.124617057329068,2.2632062589615973,1.400207559022559,0.685977870333693,3.270175539941409,0.8329926685736855,1.9960996754832965,COMPLETE
29,-0.5594853887514534,2025-12-04 13:32:42.035268,2025-12-04 13:32:50.825771,0 days 00:00:08.790503,0.6531322436802767,0.17008024558067047,0.04434190167665458,0,3,5,248,3.0233038497565863,2.203037107946108,1.7674825207420182,0.6958618155167783,2.2261271666927387,0.5246799123845345,1.2348726906237748,COMPLETE
30,-0.5871354088385609,2025-12-04 13:32:43.293348,2025-12-04 13:32:52.342489,0 days 00:00:09.049141,0.8243607299026727,1.2616800025561605,0.0577483075909451,2,4,4,234,3.5216214560059416,1.6293342889169682,0.8376068931850789,0.8428710709003191,3.027378394168016,0.5534573026843815,1.5115742738961557,COMPLETE
31,-0.5312130789723118,2025-12-04 13:32:44.921720,2025-12-04 13:33:09.517387,0 days 00:00:24.595667,0.7389703883602919,1.8807232287763158,0.01905229469111438,0,9,6,285,1.104892385918994,0.19146531680924783,1.0025620318298691,0.7941283072785433,1.7966335237305775,0.7668851482939605,1.6266512723943058,COMPLETE
32,-0.5954915065195334,2025-12-04 13:32:45.277238,2025-12-04 13:33:00.732936,0 days 00:00:15.455698,0.6330187415786738,1.6130505306006642,0.0846012501924923,3,4,8,408,4.737886769978215,3.564388139875891,0.5082216510868968,0.6859231258358667,3.248038163219067,0.6037132896690836,1.7757523213035813,COMPLETE
33,-0.5107637040644527,2025-12-04 13:32:45.930184,2025-12-04 13:33:08.765661,0 days 00:00:22.835477,0.8985490184974858,1.9795832898632353,0.024235457087433136,0,6,1,427,1.7627054797001984,4.982152795653887,1.8770009097898288,0.7746341760755513,2.0953339399326967,0.5745673843552841,2.956641597877204,COMPLETE
34,-0.5402438079923306,2025-12-04 13:32:46.048851,2025-12-04 13:33:10.824760,0 days 00:00:24.775909,0.8673542391460617,1.9894965926080925,0.024344679141779794,0,6,1,472,2.055434237032957,4.71717853049348,0.9695188691891299,0.7559066524111138,1.9245432541279155,0.584943872731098,2.0711243827666515,COMPLETE
35,-0.5583700284249858,2025-12-04 13:32:47.028267,2025-12-04 13:33:11.470863,0 days 00:00:24.442596,0.8972301587992167,1.202253886943979,0.028592989927529597,0,6,1,465,2.215925196704116,2.486792062894636,1.9619060417757197,0.7833767817157026,2.228121230351354,0.5754969439432935,2.090602054294857,COMPLETE
36,-0.5481849250132574,2025-12-04 13:32:47.311570,2025-12-04 13:33:09.909512,0 days 00:00:22.597942,0.8351178991066732,1.9755440541540341,0.02816090642708006,0,6,1,447,2.342052587181189,4.955591548777134,1.9455743780029122,0.7880157000154336,2.1127596117181136,0.5811051226233281,2.1179846668617732,COMPLETE
37,-0.5491146675548564,2025-12-04 13:32:47.935213,2025-12-04 13:33:08.157369,0 days 00:00:20.222156,0.8641685091235092,1.947744432746265,0.024907227718138938,1,6,1,382,2.4024139585929385,4.926077026268912,0.8658939219136084,0.785680191684962,2.2072333587638617,0.5987935168485398,2.0438731576722264,COMPLETE
38,-0.5367871768060595,2025-12-04 13:32:48.635234,2025-12-04 13:33:07.398542,0 days 00:00:18.763308,0.8501155236606456,0.46742577405451824,0.02316527773129121,0,6,1,346,2.052388187845677,4.998112931009954,0.8672929222444523,0.7950817411738603,2.116938455939998,0.6016347491505506,2.1154923719780867,COMPLETE
39,-0.5430168607163368,2025-12-04 13:32:50.565606,2025-12-04 13:33:08.769161,0 days 00:00:18.203555,0.7019330068337473,0.4434698393767098,0.010280749673698195,8,6,2,351,2.1409740661363497,4.457195137594875,1.9476726853506,0.7937122201164232,2.0583499912808576,0.6290855856651087,1.2816221891002635,COMPLETE
40,-0.4922818091168004,2025-12-04 13:32:50.826969,2025-12-04 13:33:08.891854,0 days 00:00:18.064885,0.7245683062317296,0.43498128621305676,0.010644481199912181,9,6,1,346,1.9876931196837802,4.461899534759226,1.967098516381749,0.8117032730956822,1.9498301662228052,0.649688417754901,2.176155124437804,COMPLETE
41,-0.588957734423576,2025-12-04 13:32:51.802349,2025-12-04 13:33:09.018923,0 days 00:00:17.216574,0.7237891929400333,0.4303547726406672,0.033255128722469614,8,6,8,331,2.1477599812837105,1.2906860527160582,1.9944982176711816,0.7806403261551699,3.6269406719518797,0.7287894479373507,2.1450896666933357,COMPLETE
42,-0.558538710256795,2025-12-04 13:32:51.865228,2025-12-04 13:33:09.422281,0 days 00:00:17.557053,0.6878812830185762,0.4428211726725049,0.01068666137878371,8,6,8,333,1.6962412074623834,1.2121717936791918,0.8786437078203904,0.6699905674420592,3.5993660727754477,0.7201424875515674,2.184610133578084,COMPLETE
43,-0.5962120697051909,2025-12-04 13:32:52.343752,2025-12-04 13:33:09.082849,0 days 00:00:16.739097,0.6934666740909807,0.9868935178724745,0.07088233840837493,2,6,3,331,4.950131532359639,1.2993194749976482,0.8387170567112785,0.7782930243518227,3.620143615583818,0.5806615585692615,2.2154395626947654,COMPLETE
44,-0.5780185947875199,2025-12-04 13:32:53.103095,2025-12-04 13:33:10.143724,0 days 00:00:17.040629,0.6894097104369408,1.0356461405732258,0.03673086138711075,2,6,6,332,4.764926904161052,1.3544088286629414,0.8143493035523812,0.7869829968913311,3.1793371749056667,0.5731162281903894,2.2051651966207055,COMPLETE
45,-0.5743888053488002,2025-12-04 13:32:56.525334,2025-12-04 13:33:13.033635,0 days 00:00:16.508301,0.6906926253142159,1.0114707200629012,0.03317015316614853,2,6,6,323,4.973982372816907,0.0022441773557129174,0.8539410770435251,0.7785922179683044,3.220922898577517,0.6047721584584691,2.2453569039662717,COMPLETE
46,-0.5690281733081033,2025-12-04 13:32:57.188056,2025-12-04 13:33:13.433942,0 days 00:00:16.245886,0.6931615944334562,0.9545362260823371,0.029725827654339215,2,6,6,315,4.796433544473858,1.061608318334689,0.8121644743833701,0.7878658154741396,3.2170003751758447,0.5880172650367531,2.2877721596449283,COMPLETE
47,-0.5762048200397653,2025-12-04 13:32:58.855064,2025-12-04 13:33:15.121854,0 days 00:00:16.266790,0.7182973247170301,0.961816038636094,0.03420326135163758,2,6,6,319,4.921251971137408,1.158700445360982,0.7913737661670275,0.7901812748154906,3.182686695904529,0.5957319245028069,2.2167630316023694,COMPLETE
48,-0.575354803616006,2025-12-04 13:32:59.173302,2025-12-04 13:33:15.231044,0 days 00:00:16.057742,0.6941044131384343,1.013555348482126,0.03117814422878706,2,6,8,310,4.99992350495401,0.09631362159734969,0.8385430600385079,0.7756714213859855,3.1895872035543964,0.7256879782003173,2.210315067662761,COMPLETE
49,-0.5728930964800658,2025-12-04 13:33:00.543927,2025-12-04 13:33:16.824484,0 days 00:00:16.280557,0.6860544822337277,1.0193917728165256,0.03223799909921647,2,6,3,320,3.2084809214205694,0.09562059067700235,0.853254777536122,0.7955267879194418,3.1830802507038936,0.7420440278148066,2.2217781772545333,COMPLETE
50,-0.5744759419184905,2025-12-04 13:33:00.734161,2025-12-04 13:33:14.087803,0 days 00:00:13.353642,0.678999338184101,1.1067243865474432,0.04887952719224394,2,5,8,306,4.776867073549792,1.1704627982563354,0.836961162633134,0.8042104123198673,3.172550554041649,0.5751410725967285,2.248569106123884,COMPLETE
51,-0.5800915560019827,2025-12-04 13:33:00.928085,2025-12-04 13:33:14.157399,0 days 00:00:13.229314,0.6609725174198049,1.1044240526624873,0.029725325648284805,2,5,8,305,4.984716293159227,1.1572642494964054,0.8264580674277997,0.7917431177729913,3.2143706991337098,0.5864877349035575,1.4017867773388475,COMPLETE
52,-0.5812367267472415,2025-12-04 13:33:07.399486,2025-12-04 13:33:20.838317,0 days 00:00:13.438831,0.6845521754965145,1.081095724584058,0.06491489608025997,2,5,8,314,4.898305177106834,1.2732150809676341,0.8269937154114456,0.66509046856007,3.177375817125043,0.7319052177699359,2.231143756107981,COMPLETE
53,-0.5807598470038173,2025-12-04 13:33:08.158395,2025-12-04 13:33:21.274098,0 days 00:00:13.115703,0.6815438024068016,1.1313421909214474,0.046828781563277244,3,5,8,300,4.978364067174848,1.278578198571723,0.7277773696661143,0.6507081833551264,3.2022722994501747,0.7311731178565508,1.458429788368626,COMPLETE
54,-0.5735282531053769,2025-12-04 13:33:08.767067,2025-12-04 13:33:22.641931,0 days 00:00:13.874864,0.6878029167097304,0.9573686812671909,0.030537046895661047,3,5,8,313,4.9176435251346255,1.3271313417862238,0.7512663620576469,0.6439433589187571,3.627416873953311,0.7325668672050695,2.218686078149674,COMPLETE
55,-0.5781917450030417,2025-12-04 13:33:08.772752,2025-12-04 13:33:22.945559,0 days 00:00:14.172807,0.7906067549010176,0.9733488544457914,0.031263919057217204,3,5,8,322,4.947085906515495,1.299452999985181,0.7293437213560103,0.6607235270223107,3.2082541169182046,0.7368163879804847,1.4705863042584455,COMPLETE
56,-0.5731046714160328,2025-12-04 13:33:08.893175,2025-12-04 13:33:22.153627,0 days 00:00:13.260452,0.6728890306217207,0.9709613637793622,0.029486283829950916,2,5,8,303,4.638414707790874,1.2213179894837038,0.5270409702978797,0.6732187013642467,3.198539115665042,0.7514580703374909,1.8517134049734043,COMPLETE
57,-0.5735311110460108,2025-12-04 13:33:09.019885,2025-12-04 13:33:22.264947,0 days 00:00:13.245062,0.6709300255502056,1.1453041664337502,0.03182198273605322,3,5,8,301,4.7405414205206915,1.2649380230383678,0.5007400336169068,0.6569288486747036,3.1846589747739027,0.7410983950368214,1.8536395600712716,COMPLETE
58,-0.5817885402019234,2025-12-04 13:33:09.083715,2025-12-04 13:33:21.844031,0 days 00:00:12.760316,0.668611299513569,1.1218233489039704,0.030906907108000432,3,5,8,299,4.833248134423247,0.01304804023932249,0.7563017508357608,0.8225653893875193,3.6119470747263134,0.559233487943465,1.8541674684828204,COMPLETE
59,-0.5796112741209781,2025-12-04 13:33:09.423235,2025-12-04 13:33:21.512963,0 days 00:00:12.089728,0.6639641685533266,1.128515659881895,0.03208878237343208,3,5,3,282,4.646468378719642,1.4196927088573075,0.6987849205804086,0.813068363897267,3.214068312865506,0.6755748235417445,1.4734830833359163,COMPLETE
60,-0.5768732886301402,2025-12-04 13:33:09.518912,2025-12-04 13:33:22.904853,0 days 00:00:13.385941,0.6693516281790407,1.1225302566342334,0.03215615438005537,3,5,3,298,4.8657569389913915,1.3778803494401763,0.5001269251947085,0.6102516053522963,3.230917105110285,0.6822424537921042,1.8441664281395098,COMPLETE
61,-0.5911083575452624,2025-12-04 13:33:09.910513,2025-12-04 13:33:23.257379,0 days 00:00:13.346866,0.6565773228056248,1.1875089212182495,0.058889148312247064,3,5,3,307,4.940150983105223,1.3510493303856408,0.7009429045912754,0.6069863329132695,3.172643435157989,0.5534514317977061,1.8411814300801748,COMPLETE
62,-0.591120718629991,2025-12-04 13:33:10.144636,2025-12-04 13:33:22.492520,0 days 00:00:12.347884,0.6662589627151664,1.1615323527286674,0.058887111336304684,3,5,3,294,4.990846763677661,1.3871282151352256,0.7136189324291683,0.816233868260359,3.2565415082306077,0.5518032437202433,1.874908614429436,COMPLETE
63,-0.5856332260679162,2025-12-04 13:33:10.825901,2025-12-04 13:33:22.377707,0 days 00:00:11.551806,0.669362861759603,1.6480718410195947,0.05774541857950077,3,4,3,298,4.917879592130106,1.3543248931611387,0.5127063110989287,0.6009215045805847,3.2384471900858753,0.6736754322676047,1.7955283772890582,COMPLETE
64,-0.5878053506859845,2025-12-04 13:33:11.471808,2025-12-04 13:33:24.468982,0 days 00:00:12.997174,0.6553600517207162,0.8950920469873398,0.04636269302007602,3,5,8,297,4.8489867860968605,1.2315944248218733,0.7063884897754702,0.641260869586855,3.2882177727059654,0.6825788346617323,1.8086881693532026,COMPLETE
65,-0.5856582419413133,2025-12-04 13:33:12.417814,2025-12-04 13:33:25.744027,0 days 00:00:13.326213,0.6670419872100999,1.6576441318217072,0.04409938676362865,3,5,8,308,4.844256883768405,1.1355671150679645,0.697728233417219,0.8213987404303129,3.3132293569052185,0.6845589733233677,1.867174370589653,COMPLETE
66,-0.5866425472073722,2025-12-04 13:33:12.519283,2025-12-04 13:33:25.830785,0 days 00:00:13.311502,0.6502351289935844,1.627651672600153,0.04566477677213543,3,5,3,307,4.620233367073104,0.9511156092604002,0.7186762420243163,0.7132963426573575,3.3042737878099677,0.6813200778271838,1.5068969261411933,COMPLETE
67,-0.5874940452617768,2025-12-04 13:33:13.034545,2025-12-04 13:33:25.917995,0 days 00:00:12.883450,0.6664733682347658,1.616838072210211,0.046071519897050515,3,5,9,296,4.557003907144894,1.0035812099809915,0.5041854979150254,0.6344334095665095,3.3246188878871923,0.5511512813351058,1.852442158131494,COMPLETE
68,-0.5857572412194431,2025-12-04 13:33:13.434948,2025-12-04 13:33:26.539378,0 days 00:00:13.104430,0.669640442414032,1.6201838341041241,0.04985752043112074,3,5,3,303,3.019167434418224,0.9095716824221608,0.7105951778623278,0.7171171478162613,3.33678197615834,0.6904629382445728,1.486828469041126,COMPLETE
69,-0.5872077062924167,2025-12-04 13:33:14.088819,2025-12-04 13:33:25.165300,0 days 00:00:11.076481,0.6654877913308773,1.6178124130958307,0.06705125809995484,3,4,3,291,2.7398588195164364,3.3920182501393965,0.5140126916474128,0.7173408958353683,3.332019064843671,0.672468777765212,1.8469256845295279,COMPLETE
70,-0.5790805791874304,2025-12-04 13:33:14.158316,2025-12-04 13:33:32.252059,0 days 00:00:18.093743,0.749163818781697,1.6521053377909563,0.06519086071952457,3,4,3,495,2.83946043199287,3.3987860836891657,0.7134956184770398,0.7199814448166288,3.52338235169589,0.7475738142212012,2.6743509039519533,COMPLETE
71,-0.5908287892000613,2025-12-04 13:33:15.122888,2025-12-04 13:33:29.166858,0 days 00:00:14.043970,0.6024408379248875,1.696414310546229,0.06553877280823375,3,4,3,370,2.774101880009134,0.8286319503046173,0.5177006063195904,0.7184430632434362,3.3326006837821054,0.6817952157014233,1.8765518306953783,COMPLETE
72,-0.5945085011367487,2025-12-04 13:33:15.232131,2025-12-04 13:33:30.585185,0 days 00:00:15.353054,0.7924296295337412,1.6256273902979141,0.06379553125774703,3,4,3,407,2.8538669450555347,0.8193918591300305,0.6829713578668174,0.6275480915532647,3.344001266036541,0.5469105327919277,1.8398559566815487,COMPLETE
73,-0.577029382700941,2025-12-04 13:33:16.825395,2025-12-04 13:33:24.084876,0 days 00:00:07.259481,0.6022476427913067,1.7241921920555816,0.06346071526253366,3,4,9,183,2.7771369640187933,0.8978014271878569,0.5052270993351579,0.7174717871283326,3.3288379638182835,0.6665282089060378,1.8317146242881468,COMPLETE
74,-0.5928231116491384,2025-12-04 13:33:20.669813,2025-12-04 13:33:34.312556,0 days 00:00:13.642743,0.7945869115544122,1.6432935586853736,0.06599048565251091,3,4,7,365,4.463178416319891,0.8212132963965176,0.6794813316513786,0.7293654316680906,3.3338999043561346,0.5532960526625624,1.8770508676566715,COMPLETE
75,-0.593351848345824,2025-12-04 13:33:20.839362,2025-12-04 13:33:38.836606,0 days 00:00:17.997244,0.6010304954472261,1.697863512275362,0.07175264124335691,3,4,7,496,3.8457284263699454,3.3042126473199724,0.5287621909160743,0.7134938462719722,3.5344239214367743,0.6864835172876662,1.8497064565637518,COMPLETE
76,-0.5949519079858656,2025-12-04 13:33:21.275166,2025-12-04 13:33:35.107774,0 days 00:00:13.832608,0.7861066496117537,1.65912427710329,0.08896875041905643,1,4,7,371,3.9110770626521663,3.2509903939634315,0.5120338225927822,0.7230576837611603,3.52480437212527,0.6909334096897249,1.8171161884644191,COMPLETE
77,-0.5949354369919515,2025-12-04 13:33:21.514039,2025-12-04 13:33:35.384543,0 days 00:00:13.870504,0.6039356905739095,0.7589775435455148,0.0878840840199313,1,4,7,376,3.8146881830907446,3.217568673001496,0.5112824800379088,0.7161323585472487,3.5040498627957057,0.5570754858350951,1.891475663020241,COMPLETE
78,-0.5908791512599104,2025-12-04 13:33:21.845034,2025-12-04 13:33:35.418532,0 days 00:00:13.573498,0.6014906361436905,0.022016495257139557,0.07606972490811637,1,4,7,364,4.033273723759674,3.3312903125368463,0.5057318037243453,0.7136859625376847,3.510289215481666,0.6952965434980561,1.8318518782006659,COMPLETE
79,-0.5748413973893212,2025-12-04 13:33:22.154724,2025-12-04 13:33:35.825719,0 days 00:00:13.670995,0.6037949449134555,0.7233877332001093,0.0896127480762969,1,4,7,367,3.867591641764133,4.026292072853879,0.5008851895274884,0.7137001093039032,3.506630894635206,0.6843717883842516,2.639628757310289,COMPLETE
80,-0.5693359745294367,2025-12-04 13:33:22.265853,2025-12-04 13:33:29.477301,0 days 00:00:07.211448,0.7927547000542936,1.6360052374267768,0.07440927391733371,1,4,7,180,3.893719345833889,3.2815862044383337,1.6541501832920114,0.7175617397152221,3.5101780523029276,0.6977083799020193,2.390339879998046,COMPLETE
81,-0.5845409344055187,2025-12-04 13:33:22.378721,2025-12-04 13:33:29.090209,0 days 00:00:06.711488,0.6448569106707933,1.7419550671454507,0.08805964560024482,1,4,9,166,4.391295836248059,0.8746167654644585,0.6501180969526341,0.6324760929682958,3.3571037494586244,0.6971964070267244,1.7338243367945254,COMPLETE
82,-0.5901217826536471,2025-12-04 13:33:22.493488,2025-12-04 13:33:30.944520,0 days 00:00:08.451032,0.6495866619321431,1.6619845970330562,0.07759541736209524,4,4,4,216,4.279880610615848,1.6575356662364693,0.6478689649361136,0.6312868430885189,3.5004928251820973,0.6234606507297535,1.7377532928394572,COMPLETE
83,-0.5854577121888817,2025-12-04 13:33:22.642996,2025-12-04 13:33:29.783931,0 days 00:00:07.140935,0.642370945857106,1.6798188961460196,0.08570915268256457,5,4,4,183,4.3918270714010035,1.767791564433031,0.6679835786360613,0.8296566392134588,3.335990286952384,0.49952110480598194,1.751694053994556,COMPLETE
84,-0.5954324773067269,2025-12-04 13:33:22.906147,2025-12-04 13:33:40.130965,0 days 00:00:17.224818,0.6010795425585718,1.7037737636341526,0.09008414206676826,4,4,4,499,4.11266017975292,0.8891297344662905,0.6448071678502262,0.8336435624708733,3.3466207467160674,0.702115130388233,1.731535284989649,COMPLETE
85,-0.5888076181802161,2025-12-04 13:33:22.946750,2025-12-04 13:33:31.348018,0 days 00:00:08.401268,0.645578389955464,1.622746215746277,0.0883050831547207,4,4,4,214,4.459358725081413,1.716090381730943,0.6446400465905795,0.6222136357291044,3.358011050788292,0.702946665396048,1.7428816738665813,COMPLETE
86,-0.5914842910041908,2025-12-04 13:33:23.142612,2025-12-04 13:33:33.262912,0 days 00:00:10.120300,0.7097290875043963,1.6504577773693565,0.08042579426479579,4,4,4,257,4.4629329978036845,1.7285042058572713,0.6400706345411086,0.6249046227012764,3.35015479949598,0.5033403247673354,1.7091095801680602,COMPLETE
87,-0.5893519833854667,2025-12-04 13:33:23.260441,2025-12-04 13:33:33.013101,0 days 00:00:09.752660,0.6033530753667193,1.6527257052046622,0.08222197800908503,4,4,4,254,4.387297319871992,1.763409711605115,0.6263860928433771,0.6215708351187296,3.0697524265803224,0.5021516658913681,1.712904988852813,COMPLETE
88,-0.590548363043043,2025-12-04 13:33:24.085969,2025-12-04 13:33:34.050508,0 days 00:00:09.964539,0.6441067882253418,1.594271289871579,0.08402746294339311,4,4,4,257,4.334581048099024,1.6327069196086024,0.6470404989655496,0.6309753913007321,3.069731046050164,0.5536004439287641,1.7031271179061962,COMPLETE
89,-0.5922366218631926,2025-12-04 13:33:24.469901,2025-12-04 13:33:34.490552,0 days 00:00:10.020651,0.647011748204526,1.5286233144580248,0.08852198504168336,4,4,4,263,4.396537370852076,1.6898895741234163,0.6414567204015407,0.6297439387631876,3.519992651007702,0.49916546537116546,1.734170556766669,COMPLETE
90,-0.5903991578538093,2025-12-04 13:33:25.166446,2025-12-04 13:33:35.194581,0 days 00:00:10.028135,0.6445332666075537,1.4656478713469911,0.08775541515248338,4,4,2,260,4.424217960769816,1.767018532565543,0.6365483071846966,0.6268239662672165,3.511044635529773,0.7001076282259617,1.7097939267505717,COMPLETE
91,-0.5929999752327215,2025-12-04 13:33:25.745289,2025-12-04 13:33:35.805201,0 days 00:00:10.059912,0.6421046354402665,1.478340090094005,0.09024174027742828,4,4,2,260,4.4332915233111,3.2950018964905303,0.5933361871110051,0.6291309565848391,3.5349259684343224,0.6207746843769595,1.7336281696605533,COMPLETE
92,-0.5912605477951582,2025-12-04 13:33:25.831829,2025-12-04 13:33:36.229319,0 days 00:00:10.397490,0.6372856944077464,1.530491720083298,0.09081684326573417,4,4,2,261,4.36845826246771,3.4028947742206173,0.620035000609404,0.6199770627009995,3.4748308431176715,0.5017759301817479,1.7184662275663738,COMPLETE
93,-0.5919575530827466,2025-12-04 13:33:25.918959,2025-12-04 13:33:35.651974,0 days 00:00:09.733015,0.6345390246790537,1.4724302095822015,0.08499602904188919,4,4,9,254,4.35161012654295,0.4106333026726079,0.6016535429483204,0.623388606046721,3.5224900021953514,0.6197251555270543,1.6682503100085209,COMPLETE
94,-0.5905907394575645,2025-12-04 13:33:26.540333,2025-12-04 13:33:36.934666,0 days 00:00:10.394333,0.6360771907806804,1.4632222868317686,0.0826975157593038,4,4,9,268,4.399450234864435,3.220695833379229,0.6198906721142108,0.6264567756263487,3.5267405835101813,0.5014493214385287,1.6858265888567787,COMPLETE
95,-0.5782028915156723,2025-12-04 13:33:29.091085,2025-12-04 13:33:38.220260,0 days 00:00:09.129175,0.6143613450667702,0.024749026811109798,0.07388023840721299,4,3,10,261,4.453462365100037,1.8091825502574486,0.5945846449744652,0.6219157898392673,3.5371162549030974,0.5465505698078655,1.9236973681643261,COMPLETE
96,-0.5760966198905804,2025-12-04 13:33:29.167882,2025-12-04 13:33:38.180522,0 days 00:00:09.012640,0.6125049871563236,1.5208720950871877,0.07446502200350287,4,3,2,260,4.063644669909426,1.8350356268164227,0.5954935092724364,0.6237052927610159,3.502365176975416,0.5124519538750749,1.9524382945854801,COMPLETE
97,-0.5927973572190894,2025-12-04 13:33:29.478312,2025-12-04 13:33:44.922531,0 days 00:00:15.444219,0.6165324940946828,0.02632756394046254,0.05274614128885775,4,7,2,265,4.50091705363317,1.8130062044889732,0.579633748730668,0.6235132099903955,3.520621756576845,0.504172320583257,1.9336690943515933,COMPLETE
98,-0.5963234384538977,2025-12-04 13:33:29.784884,2025-12-04 13:33:45.560995,0 days 00:00:15.776111,0.6171403301528384,0.03519458359205585,0.04139247116309448,4,7,2,266,4.422923045953604,0.41978413715581375,0.5960435584477879,0.6262026736793325,3.534574650290549,0.5394766881210502,1.629370776697451,COMPLETE
99,-0.5825248381788685,2025-12-04 13:33:30.586438,2025-12-04 13:33:44.307642,0 days 00:00:13.721204,0.6174013599350244,1.5399953428098576,0.05369031875239564,4,3,2,409,4.075730824153367,0.6832903123141215,0.5819197852170006,0.6256484939788742,3.510360095849335,0.6135361122299228,1.9256200640244174,COMPLETE
100,-0.5895265533930574,2025-12-04 13:33:30.945544,2025-12-04 13:33:44.581794,0 days 00:00:13.636250,0.6187723755750683,1.4867642656573767,0.07950814633368167,4,3,2,409,4.1171115967127605,0.3902187560392585,0.5904534661458106,0.6175454974045489,3.5191607956989355,0.6195670212654377,1.9240853339509405,COMPLETE
101,-0.5872859599282938,2025-12-04 13:33:31.349007,2025-12-04 13:33:44.931456,0 days 00:00:13.582449,0.6106111685772859,1.3949343375518328,0.07582204724288229,4,3,2,411,4.004201051143936,0.42373573790419233,0.5862961908538739,0.6162489243379105,3.518645882233719,0.536269143943841,1.9487130882413626,COMPLETE
102,-0.5728557291133011,2025-12-04 13:33:32.253157,2025-12-04 13:33:45.072319,0 days 00:00:12.819162,0.6336844781944811,1.5165013883791285,0.05356017798424492,4,3,2,395,4.180507984076456,0.43173917872972845,0.5909812334331656,0.7651599035535432,3.088347497613257,0.6237067790921755,1.9267810978840194,COMPLETE
