learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,max_delta_step,scale_pos_weight,weight_class_0,weight_class_1,weight_class_2,value
0.024235457087433136,427,6,1,0.7746341760755513,0.8985490184974858,1.7627054797001984,4.982152795653887,1.9795832898632353,0,1.8770009097898288,2.0953339399326967,0.5745673843552841,2.956641597877204,-0.5107637040644527
0.024344679141779794,472,6,1,0.7559066524111138,0.8673542391460617,2.055434237032957,4.71717853049348,1.9894965926080925,0,0.9695188691891299,1.9245432541279155,0.584943872731098,2.0711243827666515,-0.5402438079923306
0.028592989927529597,465,6,1,0.7833767817157026,0.8972301587992167,2.215925196704116,2.486792062894636,1.202253886943979,0,1.9619060417757197,2.228121230351354,0.5754969439432935,2.090602054294857,-0.5583700284249858
0.02816090642708006,447,6,1,0.7880157000154336,0.8351178991066732,2.342052587181189,4.955591548777134,1.9755440541540341,0,1.9455743780029122,2.1127596117181136,0.5811051226233281,2.1179846668617732,-0.5481849250132574
0.024907227718138938,382,6,1,0.785680191684962,0.8641685091235092,2.4024139585929385,4.926077026268912,1.947744432746265,1,0.8658939219136084,2.2072333587638617,0.5987935168485398,2.0438731576722264,-0.5491146675548564
0.02316527773129121,346,6,1,0.7950817411738603,0.8501155236606456,2.052388187845677,4.998112931009954,0.46742577405451824,0,0.8672929222444523,2.116938455939998,0.6016347491505506,2.1154923719780867,-0.5367871768060595
0.010280749673698195,351,6,2,0.7937122201164232,0.7019330068337473,2.1409740661363497,4.457195137594875,0.4434698393767098,8,1.9476726853506,2.0583499912808576,0.6290855856651087,1.2816221891002635,-0.5430168607163368
0.010644481199912181,346,6,1,0.8117032730956822,0.7245683062317296,1.9876931196837802,4.461899534759226,0.43498128621305676,9,1.967098516381749,1.9498301662228052,0.649688417754901,2.176155124437804,-0.4922818091168004
0.033255128722469614,331,6,8,0.7806403261551699,0.7237891929400333,2.1477599812837105,1.2906860527160582,0.4303547726406672,8,1.9944982176711816,3.6269406719518797,0.7287894479373507,2.1450896666933357,-0.588957734423576
0.01068666137878371,333,6,8,0.6699905674420592,0.6878812830185762,1.6962412074623834,1.2121717936791918,0.4428211726725049,8,0.8786437078203904,3.5993660727754477,0.7201424875515674,2.184610133578084,-0.558538710256795
0.07088233840837493,331,6,3,0.7782930243518227,0.6934666740909807,4.950131532359639,1.2993194749976482,0.9868935178724745,2,0.8387170567112785,3.620143615583818,0.5806615585692615,2.2154395626947654,-0.5962120697051909
0.03673086138711075,332,6,6,0.7869829968913311,0.6894097104369408,4.764926904161052,1.3544088286629414,1.0356461405732258,2,0.8143493035523812,3.1793371749056667,0.5731162281903894,2.2051651966207055,-0.5780185947875199
0.03317015316614853,323,6,6,0.7785922179683044,0.6906926253142159,4.973982372816907,0.0022441773557129174,1.0114707200629012,2,0.8539410770435251,3.220922898577517,0.6047721584584691,2.2453569039662717,-0.5743888053488002
0.029725827654339215,315,6,6,0.7878658154741396,0.6931615944334562,4.796433544473858,1.061608318334689,0.9545362260823371,2,0.8121644743833701,3.2170003751758447,0.5880172650367531,2.2877721596449283,-0.5690281733081033
0.03420326135163758,319,6,6,0.7901812748154906,0.7182973247170301,4.921251971137408,1.158700445360982,0.961816038636094,2,0.7913737661670275,3.182686695904529,0.5957319245028069,2.2167630316023694,-0.5762048200397653
0.03117814422878706,310,6,8,0.7756714213859855,0.6941044131384343,4.99992350495401,0.09631362159734969,1.013555348482126,2,0.8385430600385079,3.1895872035543964,0.7256879782003173,2.210315067662761,-0.575354803616006
0.03223799909921647,320,6,3,0.7955267879194418,0.6860544822337277,3.2084809214205694,0.09562059067700235,1.0193917728165256,2,0.853254777536122,3.1830802507038936,0.7420440278148066,2.2217781772545333,-0.5728930964800658
0.04887952719224394,306,5,8,0.8042104123198673,0.678999338184101,4.776867073549792,1.1704627982563354,1.1067243865474432,2,0.836961162633134,3.172550554041649,0.5751410725967285,2.248569106123884,-0.5744759419184905
0.029725325648284805,305,5,8,0.7917431177729913,0.6609725174198049,4.984716293159227,1.1572642494964054,1.1044240526624873,2,0.8264580674277997,3.2143706991337098,0.5864877349035575,1.4017867773388475,-0.5800915560019827
0.06491489608025997,314,5,8,0.66509046856007,0.6845521754965145,4.898305177106834,1.2732150809676341,1.081095724584058,2,0.8269937154114456,3.177375817125043,0.7319052177699359,2.231143756107981,-0.5812367267472415
0.046828781563277244,300,5,8,0.6507081833551264,0.6815438024068016,4.978364067174848,1.278578198571723,1.1313421909214474,3,0.7277773696661143,3.2022722994501747,0.7311731178565508,1.458429788368626,-0.5807598470038173
0.030537046895661047,313,5,8,0.6439433589187571,0.6878029167097304,4.9176435251346255,1.3271313417862238,0.9573686812671909,3,0.7512663620576469,3.627416873953311,0.7325668672050695,2.218686078149674,-0.5735282531053769
0.031263919057217204,322,5,8,0.6607235270223107,0.7906067549010176,4.947085906515495,1.299452999985181,0.9733488544457914,3,0.7293437213560103,3.2082541169182046,0.7368163879804847,1.4705863042584455,-0.5781917450030417
