learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,max_delta_step,scale_pos_weight,weight_class_0,weight_class_1,weight_class_2
0.0889966659534237,400,6,9,0.6364676056831065,0.8861073322219557,4.274123202863274,3.1085993444671307,0.16984923252603423,10,1.2849993526295287,3.440934190542518,0.5073152887884432,1.5894600748621686
