m1 m2 m3 a_pc e b_pc phi theta psi f v_km_s Ecc_Anomaly t_coal_yr OUTCOME MERGE 2gBBH TRIPLE
24.88962222027876 12.344797496533031 84.88992641933129 5.6717502619255467e-05 0.3530224535887738 0.0005319146092253 4.078122487132167 2.40044785916892 1.6486802517698418 3.1071806205085366 12.883432012886006 3.091833673650399 3.24894944049722e+17 0 0 0 0
60.73955552458129 31.75403164062052 99.40687887071768 6.163993053056749e-06 0.68348751619 0.0005400943144136 2.28861327012 1.9284946254279047 0.0431771503795 2.397957189308182 2.392731547511838 1.67668960686 515799429879.4659 1 0 0 0
35.76927592965821 34.532368025213884 75.21127569231373 0.0006843994264611 0.8723377532474129 0.0009217844467527 3.663323650850136 1.0461448344131952 1.5922810675290848 -2.8930932553408777 6.720916256610452 4.0338652622886 1.0784409486916706e+19 2 0 0 0
42.28857852062231 14.913453711870622 186.4583794672205 3.4196619885227424e-06 0.520811583204 0.0001935520962636 0.882562011058 1.1211825106879685 0.920410456149 -2.3538230902817245 9.279617614873954 4.41624399903 712371239445.5016 2 0 0 0
65.24681260212266 8.1777723246483 67.98891614906496 0.0003997137098634 0.6380426821459525 0.0022981176254229 5.70134181639075 1.8772137543084977 2.026734064590745 -2.834066263975632 7.725994044460668 3.778559075668454 5.98901911608192e+19 0 0 0 0
62.20299387883115 33.66843046547264 129.39802234559397 7.046027283572302e-05 0.8068292671127217 0.000701972052875 5.700842232618771 1.0482179308024628 3.977309163196255 -3.074133566247172 8.900833069493258 3.3472567595308647 1866714377625279.2 2 0 0 0
34.66901412031759 37.04902463531141 69.35542717732227 6.984225192346305e-05 0.865379504937 0.0009724789337228 2.4644450263 1.474984344058185 3.31060537917 -1.4680835727716948 8.323708415955405 5.80760863796 1300729152072873.2 2 0 0 0
39.07110252833841 23.02770598036173 70.11007089137921 0.001954786912411 0.4411383036209507 0.0026375131444915 5.524132211383929 0.1657969566289366 5.0327873015610125 2.698270205602719 7.301215148644463 2.447123453952372 6.980756634656972e+22 2 0 0 0
45.60934877376036 17.60156807343986 77.08255993111231 3.3735964229501644e-05 0.331954368988 0.0003090872749463 0.123649410651 1.16174033947096 0.866925612169 2.7429712467263108 8.52555624292082 2.58591117011 9720967851229224.0 2 0 0 0
62.47983101945993 46.02057701833337 76.53163073177632 5.0064639448121495e-05 0.3147642222144316 0.0001763504415738 1.2889251745659005 2.054527229674549 0.2449174779978834 2.1520362525559773 12.390353301188297 1.857976306695491 8018129209207782.0 1 0 0 0
46.378207499570685 24.730312543249653 91.51427656699764 0.0002966039977239 0.918735642507804 0.0031630772015872 2.7722838935877268 1.5273548552776242 4.523914526922704 2.889120872062762 4.697183135959011 2.0364128220826387 9.68810063968357e+16 1 0 0 0
29.61680088272758 21.948341845748786 79.38742703263205 0.0002046595168564 0.6591983576571933 0.0016522127547481 4.555036686835818 1.605594040005483 2.0047474035162014 1.8379199766956087 3.222324553307218 1.0718512895982713 4.088368770860226e+18 1 0 0 0
26.94095904906067 32.8572895541939 82.70890815716317 7.640191788374738e-05 0.605791015033 0.0010037002661735 5.67690622287 1.3037493141657783 1.19345564424 -1.173601143087179 8.355588850111433 5.64667365793 7.414586017522554e+16 2 0 0 0
59.723123885895056 13.785025764447498 87.16318085038931 0.0002496189948489 0.6336633993797786 0.0015295744425116 4.559646828566893 2.283098508467382 5.385728401980201 1.5652358809852265 9.370122094043492 0.8802227294072509 6.08959651761962e+18 1 0 0 0
33.88603941996547 34.29279745310444 92.3612417433338 6.923920444259877e-06 0.290436760002 0.0001916836111854 0.376827771583 1.0648166508553876 1.26140408728 1.999559441647936 13.95720078619019 1.71380147431 12243517748830.22 1 0 0 0
39.14720446601059 34.493797196157914 92.33503425110013 1.1852810713738678e-05 0.7109186032551075 0.0003519644356638 4.0757118843559645 1.2007764305221622 1.655636347134187 -3.124706144474101 9.563470123526256 3.182669181842357 9813106473633.824 1 0 0 0
38.73898823591532 28.650644710197444 98.72212693862376 5.037089642157334e-06 0.6439457574869195 0.0002353072597307 4.41543230791823 2.848026388822672 1.97139955770214 2.883610024781063 3.8295914972686456 2.5979545714799315 756937366083.3741 1 2 0 0
42.48855699659124 35.88829098908422 72.0921370779229 6.590424701105214e-05 0.968212614525 0.0003829567237223 3.72923838726 1.7477025376314237 3.80417933947 2.979279823032644 15.603613887730916 2.00295283773 7486844531788.187 1 0 0 0
25.374386278804067 35.05819029935265 69.43120034891407 0.0007800832828961 0.975738571967 0.003906056248676 6.27477521155 1.606630722073772 3.43713391587 -2.936942293137232 6.454379558870244 4.63626670884 1.3277209428658654e+17 0 0 0 0
37.5551392082219 31.6181913859665 83.14218816878154 8.692745235560369e-05 0.9053754722203918 0.0005751753216696 3.42700536903305 0.7279619240799658 2.3027111606077573 -2.8715570585178924 8.806348316596493 4.236458422616124 1154213885972738.2 1 0 0 0
25.448968015097343 19.497910510010257 72.18816880700949 0.0007015677206441 0.532735690053 0.0047739068428742 4.91391476687 1.8711194346672064 5.91311664819 2.2324723237250903 5.425943432806636 1.69256045343 1.9209443360709424e+21 1 0 0 0
39.60616643739432 17.38405828229763 64.59157296505607 0.0005417292041938 0.9708541617481832 0.0022100161020312 2.236467910685556 1.333395670086369 1.1360451230055637 2.9883856090670746 7.425428858596071 2.015561499982141 7.801775763978354e+16 2 0 0 0
35.241071600531185 33.66041861180068 143.17898206912332 0.0003141468050425 0.4392592649896101 0.0028645245094785 3.475595577420722 0.3812996713186642 1.258000207843731 3.061026674235677 6.355464762069008 3.012627423275262 3.2061167271443755e+19 1 0 0 0
34.28811319144705 21.316717915521725 76.51989531313356 1.4369317505561252e-05 0.870892031449 0.0002961299405328 6.04402030483 1.7925339934828473 4.09312347193 -3.1078770626538765 11.515737085754145 3.26977391751 4637529632276.99 1 0 0 0
44.537079274310834 30.91180584314746 67.40334784176132 0.000140806668635 0.750468048225473 0.001931022828918 1.2938241238596797 2.1672626302218148 2.511581134523903 2.8774495174401875 6.432982209353945 2.4649469204014167 1.2269976052201928e+17 2 0 0 0
35.1053134058458 17.853529573079005 129.3487815019846 0.0002046769566011 0.954982795757 0.0022293447786886 4.58076057015 0.8565648510656415 5.4503991263 2.977706219471431 7.537955910789308 2.14944767614 7918767380389197.0 1 0 0 0
49.564234505854095 39.97417773818158 72.73164010722887 6.180086469130846e-05 0.88901313093997 0.0005959021991104 5.519777403306093 2.0910547658566085 1.706646951504776 3.0671232213178063 9.803585981394033 2.8366095343371853 226254757751696.84 2 0 0 0
40.64011100148883 12.561802436783088 89.00529352277712 0.0003252715434111 0.8144274074896952 0.0018428636174901 2.7031071235300974 0.1113650122093111 0.4911948015384008 3.110821826207642 10.14795831833605 3.0454421509057283 5.553585392689544e+18 1 0 0 1
48.65190857821671 44.352281592045344 67.31773910023946 0.0013036086997279 0.3596696357583739 0.0007517901339673 4.599459137584521 1.3734354835503753 3.831946164636923 -2.280216908183373 11.445301975984922 4.321528491098434 5.06957021052564e+21 1 0 0 0
16.10314492779787 37.09943250103498 74.54694841442864 3.880720627970167e-06 0.953621408966 0.0001318903529067 1.61808607714 2.091195540218697 4.56859259105 3.066424975995216 11.209588549945597 2.66286331508 1178574870.3515306 1 0 0 0
43.86769846839845 32.79817621787211 83.37250234909433 0.0008270205604969 0.348959805525 0.0015727492297611 5.24162634688 0.485538387765101 2.25944258084 -2.8700809719578264 10.492664715893198 3.52988474094 1.5411343642862215e+21 2 0 0 0
43.51731436688508 25.54047935970596 87.53688760718425 0.0170423927367079 0.0832936660398 0.0065824217527465 5.16123452371 0.6299209852875333 5.71848328239 2.2499606294282875 12.403901306586835 2.18331472762 6.223693415077609e+26 0 0 0 0
33.74656607478709 24.081982789340987 73.55506456855875 0.000378865010204 0.814384252823 0.0021844913182803 4.21977447432 2.8190468486632287 0.29732381882 -2.910703902437816 5.49009569190681 3.83721125976 5.911558883443464e+18 1 0 0 0
47.67001282955105 30.066648164201386 72.30181320519183 6.935026546006937e-06 0.6024758200728522 0.000560822068931 5.784913649117267 1.8131073835131155 5.923332234833373 -1.683999181604814 2.024482839151395 5.26541200466454 2444033897686.382 1 0 0 0
34.826587687936815 33.78980475024459 92.66820493685044 7.344799913164773e-05 0.497787907266077 0.0004906526215184 4.5080996648468 0.1435250730999665 3.4604150569305974 1.892095716849792 10.472151828069189 1.3531488967128098 7.567870502644051e+16 2 0 0 0
39.35740244554263 29.145477292005666 127.18716907755206 6.093413116071884e-05 0.6944176645708503 0.0006893622110287 1.1378468000558175 0.7330621778843641 1.5385044992860182 -2.8843532051902936 6.910253360386316 3.732843374251388 1.0139915642547152e+16 1 0 0 0
41.909194868358 38.59458952002144 375.4608675448465 0.0002037380455049 0.8836945600089439 0.0024122088337604 0.1836005422327054 0.9300158322726148 2.40737216460369 2.829279843923306 11.493455083907923 2.0120729508344084 4.218714977108102e+16 2 0 0 0
