number,value,datetime_start,datetime_complete,duration,params_class_1_weight,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,params_threshold,state
10,-0.711503402172387,2025-12-07 14:56:35.107038,2025-12-07 14:57:30.339021,0 days 00:00:55.231983,2.5744712853575416,0.6020518555674669,0.25760041493272823,0.02215655582638491,6,6,11,540,4.435177588990674,2.185013572380528,0.7057947969329215,0.6695186929929988,0.21341490327829743,COMPLETE
11,-0.7197788933260612,2025-12-07 14:56:35.109897,2025-12-07 14:56:49.536886,0 days 00:00:14.426989,3.678224243996052,0.8750910004609113,1.3326844362706558,0.028630887927149126,6,10,17,62,3.1212900863402364,0.6946326331021174,0.4468713960587858,0.7857798814362467,0.5199175118279907,COMPLETE
12,-0.7103555412175491,2025-12-07 14:56:35.111618,2025-12-07 14:57:50.895669,0 days 00:01:15.784051,0.7994232224163225,0.8297091554512354,1.836730251100449,0.013080915333586542,8,7,16,689,2.539849694635294,3.3211209175248513,1.2870305500705597,0.8424375966040373,0.09133339891005213,COMPLETE
13,-0.7139294524573057,2025-12-07 14:56:35.114267,2025-12-07 14:57:39.678107,0 days 00:01:04.563840,4.3619128391265,0.7688475061060691,0.0032718948413201776,0.016267837310534734,7,6,4,629,0.8312671603516025,1.3861809230244293,0.4490964639506814,0.7787324274069402,0.3101473040068463,COMPLETE
14,-0.7088896040845822,2025-12-07 14:56:35.117394,2025-12-07 14:56:45.613499,0 days 00:00:10.496105,2.514516749776759,0.6221822753727482,0.5571095252713429,0.0775487905757299,10,3,15,102,3.4896588361368153,2.835242906522204,0.458112177868155,0.8165666141733864,0.08092680162277172,COMPLETE
15,-0.7141363784140976,2025-12-07 14:56:35.121132,2025-12-07 14:57:03.754339,0 days 00:00:28.633207,1.8120046516103006,0.6868981630136053,1.9100899211860014,0.08041368017485846,3,10,7,212,3.7114144509858367,0.28818716550501056,2.4702630438601383,0.6444171797638042,0.3644080295473134,COMPLETE
16,-0.7134967544810887,2025-12-07 14:56:35.127797,2025-12-07 14:57:22.289629,0 days 00:00:47.161832,3.988921189738603,0.8665398402741468,0.10796587070728814,0.011723481299913144,7,8,2,323,1.9301207708392627,4.192379170993884,1.0744513929001411,0.8347335857286453,0.4434031464161061,COMPLETE
17,-0.7219658639896391,2025-12-07 14:56:35.130453,2025-12-07 14:57:17.708276,0 days 00:00:42.577823,0.6203494542217844,0.8090416666915908,0.9172364098467678,0.0341984524202186,3,7,20,377,3.0415672314592213,1.4517547750981097,1.4662525888476883,0.7648888390131607,0.3914505209484295,COMPLETE
18,-0.7096963952088412,2025-12-07 14:56:35.135406,2025-12-07 14:56:47.915028,0 days 00:00:12.779622,4.870091407060123,0.8936963648025922,1.9807160385001361,0.05243343089175515,4,10,16,56,4.920730641951123,1.557333372881196,0.45319067192876955,0.6265807109372858,0.17458972345454615,COMPLETE
19,-0.7173590877249768,2025-12-07 14:56:35.137888,2025-12-07 14:56:57.845294,0 days 00:00:22.707406,4.237816823184213,0.8847622118471739,0.6945601829750356,0.07238783515555534,3,10,5,111,2.592675808400793,3.3190272867130948,0.8969111328789403,0.8518886069359106,0.45167696073288804,COMPLETE
20,-0.7229425669013044,2025-12-07 14:56:35.139691,2025-12-07 14:57:01.996715,0 days 00:00:26.857024,3.9677902137172936,0.7960261544634087,1.4879230352579889,0.0997490298707588,6,9,18,412,4.857796014705158,0.0927048209373521,0.4685799774064084,0.7995229256990948,0.5306419973278529,COMPLETE
