learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_class_0,weight_class_1,weight_class_2
0.0793401467566603,738,10,2,0.8366925356286524,0.9630970660162059,0.8968800906508109,0.43672394007094306,0.27190910285602227,2.4379028812864387,0.6079185533292346,1.3598969074044884
