number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,params_weight_class_0,params_weight_class_1,params_weight_class_2,state
13,-0.1466744137898793,2025-12-03 23:24:47.193230,2025-12-03 23:24:57.207118,0 days 00:00:10.013888,0.6096743349103262,2.741308987005375,0.010320648756455369,6,5,348,2.8625083803384097,1.8279247656781683,0.518881473210602,2.7479482275773903,0.3500396362681533,2.061500351455831,COMPLETE
14,-0.2761117216549646,2025-12-03 23:24:47.219272,2025-12-03 23:24:57.896050,0 days 00:00:10.676778,0.9125994233004464,1.4281298166231489,0.41009790247643974,8,1,150,9.332018231099472,6.107426652165644,0.7618447603664469,2.549320871209784,0.38797934763749825,2.8070013484946656,COMPLETE
15,-0.1269940222858524,2025-12-03 23:24:47.267675,2025-12-03 23:24:58.776566,0 days 00:00:11.508891,0.6217669667886485,0.60681530921328,0.03092498042840234,7,10,472,0.4681729897917686,1.3293301592117257,0.9841131450218927,4.196133480291567,0.5022142306175603,2.071571864985736,COMPLETE
16,-0.1466744137898793,2025-12-03 23:24:47.286174,2025-12-03 23:24:58.428202,0 days 00:00:11.142028,0.5728350662972035,3.294059658035837,0.01497452539078473,7,7,480,2.528009536256909,3.285508072377834,0.5560427677421107,2.502708338337296,0.4411123378718537,2.6770245502213954,COMPLETE
17,-0.3886688839209694,2025-12-03 23:24:47.372479,2025-12-03 23:25:03.705867,0 days 00:00:16.333388,0.5598674477293835,2.066284634407511,0.3113227919300389,7,9,402,8.787776552846536,5.0244280564679835,0.7274438381850201,2.1387201370753104,0.3703090052010611,1.7589077504127082,COMPLETE
18,-0.2989836587940828,2025-12-03 23:24:47.407203,2025-12-03 23:25:03.258350,0 days 00:00:15.851147,0.9312341015562211,2.387199786382086,0.016243165861398807,7,4,705,2.8144144407972718,6.555237848851584,0.7855273468284124,4.101713272559136,0.6090854596069851,2.3699054105267043,COMPLETE
19,-0.24874639342631197,2025-12-03 23:24:47.418826,2025-12-03 23:24:56.691362,0 days 00:00:09.272536,0.6515965654204467,4.2872389443384264,0.0914480235193614,6,5,489,9.56744963579131,1.2296707347104585,0.6025220048142466,3.0973336067478803,0.5329363052762072,2.9120232614428128,COMPLETE
20,-0.458458614415228,2025-12-03 23:24:47.469199,2025-12-03 23:25:49.139910,0 days 00:01:01.670711,0.7653164424830038,0.24333481294596393,0.03555623070247375,10,4,447,1.2291575754937212,0.1594771523034788,0.5478660352276407,2.4380465737033417,0.45421330369321755,1.762874500470129,COMPLETE
21,-0.38080664083570176,2025-12-03 23:24:47.484368,2025-12-03 23:25:07.745624,0 days 00:00:20.261256,0.6522196346253541,0.705275729046379,0.45296426610166396,4,1,736,7.659668340192368,7.219721530168619,0.9848764244275223,2.541957256962654,0.39499002948932205,1.8162255344729181,COMPLETE
22,-0.2664229038419773,2025-12-03 23:24:47.502663,2025-12-03 23:24:53.796315,0 days 00:00:06.293652,0.7626564925716219,3.763057491897289,0.37638106746563044,3,3,327,8.45554145554901,1.8722639500516391,0.6809596308397639,4.180922095929503,0.5050354823928787,2.450804041332464,COMPLETE
23,-0.41417533561242764,2025-12-03 23:24:47.513736,2025-12-03 23:25:08.152994,0 days 00:00:20.639258,0.7288026173719466,0.36157820709716737,0.1533368925462931,3,2,508,6.777854913125251,5.824320130461599,0.6712414133896418,2.754839124836345,0.6128275617362637,2.4322637234422864,COMPLETE
24,-0.2863024432726548,2025-12-03 23:24:52.822187,2025-12-03 23:24:59.699732,0 days 00:00:06.877545,0.8011592910052592,4.259816574412399,0.30689414377774504,10,5,526,8.316512773652468,9.464117486205382,0.5338070935824235,2.3927161631823473,0.32308037678661644,1.5957834558232027,COMPLETE
25,-0.26105027962057054,2025-12-03 23:24:53.801485,2025-12-03 23:25:00.483231,0 days 00:00:06.681746,0.7089355438116114,4.21783003168995,0.10105102654417834,3,9,301,9.677923759177887,6.268945919320796,0.527943853849766,2.563006625370821,0.37186792330846125,1.565541729310481,COMPLETE
26,-0.4080495713461451,2025-12-03 23:24:53.857338,2025-12-03 23:25:04.745782,0 days 00:00:10.888444,0.9323265135842955,0.9542212387588817,0.4195000324839072,6,6,164,5.932765644004253,3.2209163051780507,0.6796803255008066,3.16475929972019,0.484125714813179,2.4428789445042187,COMPLETE
27,-0.37528417369914485,2025-12-03 23:24:54.508890,2025-12-03 23:25:06.667592,0 days 00:00:12.158702,0.7833146629506895,3.1625200004166567,0.041828580411465886,8,10,143,0.13041603545882463,1.516599647724749,0.8026407712788163,2.4132537241652643,0.41766930159705706,1.832875073343279,COMPLETE
28,-0.21881169764615307,2025-12-03 23:24:54.916337,2025-12-03 23:25:03.079616,0 days 00:00:08.163279,0.523477425457275,3.6283333708485688,0.0751549824842283,5,4,367,4.513989281337247,3.7234164586248952,0.5337509667245923,2.796695032388295,0.359806998274687,2.419225653787134,COMPLETE
29,-0.21206499710173574,2025-12-03 23:24:55.199232,2025-12-03 23:25:06.736555,0 days 00:00:11.537323,0.8034279304858226,0.8071080827633614,0.017349708199918205,6,10,733,8.33794392486779,8.596345663069657,0.9338323743118071,4.208250085145271,0.5550586153603603,1.6119744466687667,COMPLETE
30,-0.1466744137898793,2025-12-03 23:24:55.255316,2025-12-03 23:25:02.652447,0 days 00:00:07.397131,0.8612015567658844,0.6955870285494231,0.015854926400892123,4,2,476,7.206776579259497,0.784912534367741,0.8463967787695426,2.0526326809988746,0.41164005832836253,2.461137173700452,COMPLETE
31,-0.3755878836863448,2025-12-03 23:24:56.694377,2025-12-03 23:25:37.052318,0 days 00:00:40.357941,0.5162373658675605,4.695487611985469,0.027694396941884497,9,6,743,8.432615427170816,5.802547616254029,0.9151872860081016,3.2953919896436394,0.5176571964985778,1.8005901898615186,COMPLETE
32,-0.4077322672506661,2025-12-03 23:24:57.210583,2025-12-03 23:25:25.299486,0 days 00:00:28.088903,0.9618017998334372,4.786170795502539,0.043523589437460056,8,5,451,3.1030464246152247,3.5064869839915724,0.5230135348480155,3.7155810536286626,0.6143337638834563,2.037188810380497,COMPLETE
33,-0.48477624410308146,2025-12-03 23:24:57.898867,2025-12-03 23:25:15.226825,0 days 00:00:17.327958,0.5305878037874578,4.842018773239213,0.16135429757009292,10,3,672,5.316639767185256,3.8144113489104714,0.9954776778031047,1.8760622854756588,0.6222571122177653,1.6149975892562076,COMPLETE
34,-0.3869174217852443,2025-12-03 23:24:58.037708,2025-12-03 23:25:05.736107,0 days 00:00:07.698399,0.5550401235571034,3.0796431537360043,0.20276512605924965,10,1,157,6.446596830216929,3.2485003369128607,0.9994122721660172,1.9887026081390344,0.3374154239207971,1.2665103570576073,COMPLETE
35,-0.10295395308427453,2025-12-03 23:24:58.430864,2025-12-03 23:25:07.977534,0 days 00:00:09.546670,0.5205259024890704,1.9113052076909587,0.1691189463970775,10,1,729,6.938874943377333,3.203347157531918,0.9998143131948982,3.432622422960465,0.32680898722684415,1.3415956631598416,COMPLETE
36,-0.5037151074571862,2025-12-03 23:24:58.779831,2025-12-03 23:25:07.118543,0 days 00:00:08.338712,0.5126558695503463,4.948907260572251,0.1658291178703252,10,1,169,6.970272437127493,9.90104291701614,0.6530447671295189,1.9344246123880304,0.618173792749988,1.2109095096335087,COMPLETE
37,-0.3663181907304917,2025-12-03 23:24:59.126604,2025-12-03 23:25:22.955271,0 days 00:00:23.828667,0.5005137847096017,4.738222601192771,0.1652780452388657,10,1,740,6.561072652325127,9.740340818420478,0.7045976884413273,1.9965913782721998,0.31377208743608753,1.204203839307914,COMPLETE
38,-0.506117985220136,2025-12-03 23:24:59.702779,2025-12-03 23:25:26.177020,0 days 00:00:26.474241,0.5207042348290101,2.14463341223905,0.16273658886338052,9,1,673,6.632201991104326,0.03115204370403557,0.6855781252960336,2.0493643295219606,0.605221623237888,1.2393877655755337,COMPLETE
39,-0.5129530666372069,2025-12-03 23:25:00.486337,2025-12-03 23:25:28.239141,0 days 00:00:27.752804,0.5048555286856329,2.025183686789021,0.18005964739438712,9,1,724,6.612927848315535,3.4513467666957665,0.678543634128386,1.9726190672230757,0.6183094344230831,1.1996954593584892,COMPLETE
40,-0.38146228489155104,2025-12-03 23:25:02.282049,2025-12-03 23:25:21.277716,0 days 00:00:18.995667,0.5062474966559687,1.9898897218782277,0.17826874067058807,9,3,694,6.58667533529011,3.3516468808631057,0.9978414962878412,1.9694721669620294,0.31786780106393475,1.221223347279946,COMPLETE
41,-0.4233496566767078,2025-12-03 23:25:02.655446,2025-12-03 23:25:25.908718,0 days 00:00:23.253272,0.5404153864119917,4.794914753483243,0.18109860660878768,9,3,694,5.480227291713914,3.707809908666375,0.696496884800379,3.41756978008125,0.5822759670603794,1.185617466240306,COMPLETE
42,-0.387343164857239,2025-12-03 23:25:03.082769,2025-12-03 23:25:12.600037,0 days 00:00:09.517268,0.569605579930103,4.943429755284068,0.1667856962064958,9,3,183,6.7564969706791285,3.15915923959407,0.7065876919784061,4.523410812084479,0.6101363090244045,1.193384532375088,COMPLETE
43,-0.10295395308427453,2025-12-03 23:25:03.261189,2025-12-03 23:25:15.034729,0 days 00:00:11.773540,0.752750557475884,1.703030958506698,0.13078653509021018,9,2,187,6.253512547872872,2.920401574494547,0.7085863065943099,4.526330648141533,0.3121502412401672,1.238352958743331,COMPLETE
44,-0.3930073124293267,2025-12-03 23:25:03.708763,2025-12-03 23:25:14.692119,0 days 00:00:10.983356,0.509240381626857,1.6873054964823913,0.17634118792503184,9,2,185,6.888030881854939,3.5939639021191763,0.6939353665572963,1.8554211860430203,0.3124839803770003,1.2058751506951177,COMPLETE
45,-0.5024828622081587,2025-12-03 23:25:04.153100,2025-12-03 23:25:14.971085,0 days 00:00:10.817985,0.5068071145312598,1.9647641027632692,0.1709402552532263,9,2,178,6.986130044429162,3.01820248437441,0.7040130788327542,1.8823154645844855,0.5769609477260631,1.3144672896160818,COMPLETE
46,-0.4842453455944038,2025-12-03 23:25:04.748601,2025-12-03 23:25:12.663425,0 days 00:00:07.914824,0.5494797378959168,4.856597854311979,0.18247784443600903,9,8,167,6.527124196452244,3.5475056901325477,0.7201093774989414,2.022070660695711,0.5585084835764084,1.2036957196916243,COMPLETE
