learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_class_0,weight_class_1,weight_class_2,value
0.15931969608551175,552,10,1,0.7739418112721403,0.6617833296820482,4.346921887084206,7.5966131290555285,1.4717779920416376,1.9298646969935593,0.6157466708041476,1.5230052427982785,-0.5098135905039992
0.07870198271038233,659,10,1,0.6341443172280189,0.6675006241482427,6.234115112008298,1.2343282415099186,1.8543049078078235,1.925257529529222,0.6160513824642071,1.5705430235483515,-0.5053640481824996
0.07254729614141571,663,10,1,0.6834084049278609,0.658960183787576,6.242120790116441,1.642165442359639,1.5545140779891922,1.9232866494412404,0.6108975133271368,1.5679240708922542,-0.5059430863619406
0.1550288476074258,663,10,1,0.6834114997520319,0.6551384071775664,6.280990146270486,1.102288143479996,1.4957194546122516,1.9255769474347593,0.613948337331127,1.579023799633929,-0.5093286177905857
0.15731291805346473,656,10,1,0.6847244986329478,0.6676383770592869,6.133316791335701,1.1024990174918108,1.5070005299091458,1.9299721218681083,0.6163425829135087,1.557951526215302,-0.5100631903021722
0.06691341029001893,676,10,1,0.686165393608887,0.5634593859836322,6.196790798680008,1.5036442679082964,1.1447318168833718,2.0172863807528287,0.6161654826426097,1.2413777794461043,-0.521001122089582
0.056382355969419505,564,10,1,0.6875439150667118,0.9429853377628914,6.308428674235807,1.4484260388780807,1.3340989381755939,2.0249356549281967,0.6151526349777051,1.5439316208085345,-0.513557522910142
0.06403070801428398,557,10,1,0.6341006325780043,0.7429064310182611,6.309982597898912,1.6823361472491736,1.1611586781064944,2.0200225146110276,0.6146452220003522,1.5700643311661748,-0.5103683286942574
0.06434156788170135,560,10,1,0.6834078309261107,0.6453128614497273,8.170461725708982,1.5475755360227046,1.2883908089561773,2.0156267587804324,0.6161847316146996,1.5539530193564604,-0.5074058563712978
0.19207173209749803,544,10,1,0.684202991212986,0.6609938183466272,6.120420606303968,1.5108601361206975,1.1587850622202838,2.0326132056108834,0.6142993831555483,1.558381652185603,-0.5124276808662468
0.15366425171786563,565,10,1,0.6846184776000396,0.6550178209099756,6.7525522806022185,1.1256072763816976,1.1045534030016024,2.6279640566358746,0.6144551177717998,1.552997828606203,-0.502167950418035
0.06989723189226643,541,10,1,0.6397785885119391,0.6697407641020725,4.542066137019255,1.19313304661639,1.5139573285656018,2.0143447308668874,0.6146891189741747,1.5441809420601427,-0.5088666998989978
0.19573125156454985,560,10,1,0.6339999274387198,0.6631250935791942,6.7850619036551345,1.4855830064675621,1.1273856954474701,2.678305195548506,0.6130973981273634,1.5397956232449819,-0.5042809642901983
0.19535896273117406,559,10,1,0.6338289102890922,0.6631592172946148,6.812489756914878,1.5920879036216014,1.2096122424008966,2.0055838454283585,0.6151674624754784,1.543354379181582,-0.5091933213412334
0.19152581988706027,706,10,1,0.6911529704794259,0.6521383261631356,8.208457868799115,1.446753353265145,1.0729998008122612,2.4687452350236887,0.6138771350705815,1.8963829206909995,-0.4977709950004676
0.19020578580328049,567,10,1,0.6868729923649087,0.6459341025982649,6.766994687639171,1.528081013680088,0.24685912173258087,2.0323791417059422,0.6136755377767057,1.5394299849030582,-0.5230414972668251
0.27700976913484593,561,10,1,0.7163814007327386,0.6507773407961635,6.7495442882650325,0.2508888463675759,0.4181171949626093,2.0117545351343566,0.614059999340974,1.9034504496373794,-0.5134889487286939
0.18842490295240172,569,10,1,0.7134207222078827,0.6440254288108029,8.122186000211263,1.4635189463628628,0.36869833058805346,2.687858188719482,0.6163228757416856,1.926412034223005,-0.5146080117677805
0.1565833045026351,550,10,1,0.798307033829205,0.649927529512781,1.9089004911561487,1.4492593633134805,0.34013465588306063,2.6113857379321654,0.6119877136970344,1.5294388015223532,-0.5279842091010617
