number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,params_weight_class_0,params_weight_class_1,params_weight_class_2,state
10,-0.3107449220046213,2025-12-03 23:08:20.159670,2025-12-03 23:08:38.545290,0 days 00:00:18.385620,0.8817744018294258,2.2121063813146686,0.013455681445372493,10,7,149,9.760758009479265,5.97220738206194,0.7005113395375901,3.872248061166329,0.5757107793372327,2.8696501017137894,COMPLETE
11,-0.2828153306809627,2025-12-03 23:08:20.199335,2025-12-03 23:08:27.196754,0 days 00:00:06.997419,0.9399040239449875,0.8314171381899599,0.07398762416363233,3,6,580,3.126562303429914,8.491050565601336,0.6188979142999917,4.0541875488636325,0.35717568678879,2.8326233897092044,COMPLETE
12,-0.40645166649940334,2025-12-03 23:08:20.210934,2025-12-03 23:08:44.893413,0 days 00:00:24.682479,0.8579658374140517,3.0085040560447713,0.4460630115511122,4,9,564,6.310856919322446,9.26982453195311,0.5509151480358352,4.411016370900631,0.6128044303628442,2.0758486035665853,COMPLETE
13,-0.10295395308427453,2025-12-03 23:08:20.254227,2025-12-03 23:08:38.439606,0 days 00:00:18.185379,0.8632776113525273,1.358348778693046,0.018535773596703768,10,6,174,8.77077892797791,2.8122373753512973,0.5002972628392494,4.514906265549612,0.40396895247201126,1.673026263839208,COMPLETE
14,-0.1466744137898793,2025-12-03 23:08:20.271441,2025-12-03 23:08:27.776572,0 days 00:00:07.505131,0.8465016525098431,1.0314717947820717,0.042383673036194454,4,6,238,4.588140629921407,6.782163341149593,0.8981953817574813,3.0447626780247514,0.39588586362032957,2.557270659944504,COMPLETE
15,-0.4089124942484476,2025-12-03 23:08:20.283433,2025-12-03 23:08:49.377462,0 days 00:00:29.094029,0.735639872195252,4.830845014525566,0.11091106276602837,7,7,725,6.705179970026243,7.606708347482993,0.5318629518145943,3.0919063167552525,0.5776432502492699,2.0798521857375563,COMPLETE
16,-0.4232507584780458,2025-12-03 23:08:20.315593,2025-12-03 23:08:37.090305,0 days 00:00:16.774712,0.6400463394399052,2.754082973816006,0.3165190710255734,10,1,487,2.2056362107578185,4.457406572439476,0.842001173186812,2.1401537950689433,0.4586168752464469,1.7894135410376322,COMPLETE
17,-0.2532727684256506,2025-12-03 23:08:20.349107,2025-12-03 23:08:29.528656,0 days 00:00:09.179549,0.8020682198254074,2.6141822295823274,0.16636587247997747,6,1,668,7.391391466998342,0.8399383445361819,0.6165314273033524,4.127460387992521,0.47858191784988613,2.4009952461171293,COMPLETE
18,-0.25891820021146467,2025-12-03 23:08:20.440769,2025-12-03 23:08:30.350714,0 days 00:00:09.909945,0.8899943417835121,1.9418244773980298,0.13996449497824145,8,6,299,2.2110117331598325,1.8006124776407528,0.9789039891961735,2.6591530038552387,0.33590665801932396,2.4702071432603905,COMPLETE
19,-0.27263237001787105,2025-12-03 23:08:20.470938,2025-12-03 23:08:27.253040,0 days 00:00:06.782102,0.776030843052845,2.816963512113043,0.35604883593623393,4,1,304,0.8975751371354268,9.50534006720833,0.7864727567098397,3.319243915547159,0.49864692758565343,2.69500996037407,COMPLETE
20,-0.2941535180302111,2025-12-03 23:08:20.488530,2025-12-03 23:08:29.969616,0 days 00:00:09.481086,0.9552849531059324,3.13117470800685,0.18386409166273582,8,4,228,2.5901250586694866,7.163565202646243,0.612154696955646,2.90260356843317,0.3638711164753495,1.7619658598488015,COMPLETE
21,-0.40975353318618274,2025-12-03 23:08:20.537001,2025-12-03 23:08:55.850285,0 days 00:00:35.313284,0.6210872029008635,2.3442496638554253,0.012945142450021067,9,8,387,6.321324713181457,9.918785342497573,0.7130318279793793,2.493915697521305,0.5513489061079748,1.8582203834163802,COMPLETE
22,-0.41864725297469035,2025-12-03 23:08:20.549168,2025-12-03 23:08:37.194809,0 days 00:00:16.645641,0.9077771786978126,1.4694237067922473,0.022002930855571926,5,5,303,5.601917854598985,0.07165069698034432,0.827071336527476,2.1161595859802365,0.4949736121139426,1.4919519271167891,COMPLETE
23,-0.48657428601214264,2025-12-03 23:08:20.583913,2025-12-03 23:08:45.229296,0 days 00:00:24.645383,0.848160574403237,2.6336058450633,0.11484548991760775,5,7,562,7.55964711633157,1.5479273244099445,0.5490091656364576,1.8594651395227197,0.5818299728785739,1.5864569375569069,COMPLETE
24,-0.10295395308427453,2025-12-03 23:08:25.178775,2025-12-03 23:08:33.589529,0 days 00:00:08.410754,0.8777948079609929,1.1158080169389584,0.05711126535077617,5,4,738,0.5112996418325255,7.899010689513986,0.8780128289083771,4.360303710718402,0.48327680348064217,2.195724264943274,COMPLETE
25,-0.10295395308427453,2025-12-03 23:08:25.950188,2025-12-03 23:08:35.696090,0 days 00:00:09.745902,0.8662654305140214,0.2908499295928402,0.02555389069874433,6,7,681,1.3717440051560736,2.7467420753664697,0.57785461459923,4.524209944477535,0.3336051712116122,1.9439259295488922,COMPLETE
26,-0.26908057637956123,2025-12-03 23:08:27.027308,2025-12-03 23:08:40.949247,0 days 00:00:13.921939,0.8481375373577009,3.8501533149578377,0.016042558626396287,9,7,139,1.4174811546543997,0.4313960466815958,0.7226294417241067,3.519795469026593,0.4261796577802265,1.393018904298537,COMPLETE
27,-0.38002796004586187,2025-12-03 23:08:27.202223,2025-12-03 23:08:53.797172,0 days 00:00:26.594949,0.7357615464168136,2.563833861465304,0.40707654658455594,4,7,649,4.164990629282681,6.2469706141981085,0.5943368916971341,4.202097363074958,0.49013393085172985,1.9054711273580256,COMPLETE
28,-0.24198643494342467,2025-12-03 23:08:27.254016,2025-12-03 23:08:37.386506,0 days 00:00:10.132490,0.9237456846354142,2.804181111456618,0.03591615780588962,6,8,303,7.103024571871953,4.619585640815179,0.6652966799604294,4.435939251326316,0.5208343106483382,2.4069373929808737,COMPLETE
29,-0.40438382605397916,2025-12-03 23:08:27.557704,2025-12-03 23:09:03.572297,0 days 00:00:36.014593,0.7273861075509154,1.9851220129340437,0.060275468671039355,10,6,493,9.707618041799385,3.8957499978381205,0.8652692862528238,3.2829677623176687,0.578121349044308,2.762001251703758,COMPLETE
30,-0.34389988528129595,2025-12-03 23:08:27.777630,2025-12-03 23:08:46.606245,0 days 00:00:18.828615,0.919384890345524,7.184017044359337e-05,0.013132392517279571,6,1,293,2.117292068433132,3.3810580447598007,0.8527733083294395,3.5424504280519793,0.5810629584888314,1.8957714683906004,COMPLETE
31,-0.37657589612578074,2025-12-03 23:08:27.812766,2025-12-03 23:08:33.532304,0 days 00:00:05.719538,0.7705300672847626,3.614689575845026,0.053534921271578606,5,2,92,1.3368006632115725,7.653390536470268,0.6325319756187902,2.183265397675109,0.5989966637241537,2.2782825186939126,COMPLETE
32,-0.1466744137898793,2025-12-03 23:08:28.257297,2025-12-03 23:08:38.032269,0 days 00:00:09.774972,0.8232318823065028,2.489017876601311,0.01150397465220142,6,5,299,1.81353663947037,0.5769037699013213,0.7676628035507818,3.430146346719905,0.4345839585415764,2.6553843495277274,COMPLETE
33,-0.5130458213763713,2025-12-03 23:08:28.687448,2025-12-03 23:08:37.329543,0 days 00:00:08.642095,0.9879752597492144,2.516160981513359,0.2645359992654519,10,3,229,9.979981670998427,0.039879481405785455,0.9919586584990249,1.9320813791031957,0.6088592064253909,1.2209638686547306,COMPLETE
34,-0.47041108568933393,2025-12-03 23:08:29.529601,2025-12-03 23:08:48.541400,0 days 00:00:19.011799,0.642075268813726,0.20574329249194245,0.1685100043330842,8,4,223,9.735666795925214,5.818746763417549,0.9565022993988026,1.8706022027983662,0.5808633624610748,2.28219738904561,COMPLETE
35,-0.4306635394307823,2025-12-03 23:08:29.971947,2025-12-03 23:08:37.006933,0 days 00:00:07.034986,0.6477116908187661,0.01654253881856338,0.13028613323688515,9,7,64,9.321616080196854,4.888163053849717,0.9986388670926456,1.8246928337008872,0.562537341678046,2.3060200797349513,COMPLETE
36,-0.4357930096877098,2025-12-03 23:08:30.351757,2025-12-03 23:08:34.624230,0 days 00:00:04.272473,0.6562444251528133,0.010712258651180362,0.29255646627220816,6,4,56,6.28966220663113,5.344140362276826,0.5068007769764371,1.9508862782701264,0.5523546616185022,2.209464026487584,COMPLETE
37,-0.5027729575890135,2025-12-03 23:08:32.892666,2025-12-03 23:08:39.647075,0 days 00:00:06.754409,0.9965377353364027,2.1548366843828277,0.47602963020242295,10,8,172,9.94768717903174,0.08198093969222864,0.9201655392877829,1.888161330734694,0.5657943533926456,1.2841088209639602,COMPLETE
38,-0.4717451764963494,2025-12-03 23:08:33.535686,2025-12-03 23:08:45.921265,0 days 00:00:12.385579,0.6633581201542221,1.9541783029473865,0.4894021829906223,10,8,385,9.985874290088585,5.041052445482436,0.932243662536186,1.942054477373877,0.54472520907206,1.625607835064966,COMPLETE
39,-0.48854860155216767,2025-12-03 23:08:33.604878,2025-12-03 23:08:41.120282,0 days 00:00:07.515404,0.6566838457088601,2.154243181683407,0.343450296627687,10,8,182,9.965060500703782,5.219425426379572,0.9864211298955453,1.9444038902582206,0.5394313775486035,1.2538177202856915,COMPLETE
40,-0.5110525706739559,2025-12-03 23:08:34.627101,2025-12-03 23:08:52.801240,0 days 00:00:18.174139,0.6808355597528468,0.20737062272612963,0.48974422868741735,10,3,176,6.505561521949647,5.283943410811498,0.9547543053706974,1.8225214204968863,0.5510020277776296,1.71125814197605,COMPLETE
41,-0.4749654364735834,2025-12-03 23:08:35.699302,2025-12-03 23:08:42.782269,0 days 00:00:07.082967,0.6570405915771671,1.8973327362213297,0.4458103939347174,10,3,183,6.310821822569697,4.724932842973261,0.9852494920002904,1.859758621379111,0.5514538847286338,1.6363802780883305,COMPLETE
42,-0.45753248845015876,2025-12-03 23:08:37.009790,2025-12-03 23:08:44.790324,0 days 00:00:07.780534,0.688528716366684,1.8988965326698466,0.3470533861327856,8,3,175,6.399560857227925,5.691983696851267,0.9367381094562768,2.188312948406435,0.5411707135014294,1.6773471587400568,COMPLETE
43,-0.45400257810701694,2025-12-03 23:08:37.093438,2025-12-03 23:08:45.116483,0 days 00:00:08.023045,0.9945945666213005,1.8576898578356242,0.2650996485911388,8,3,165,6.587539649467706,5.668694761019006,0.9375404963155328,2.3068625237717817,0.5307490878188266,1.644984689964669,COMPLETE
44,-0.46759287984258074,2025-12-03 23:08:37.197434,2025-12-03 23:08:47.787904,0 days 00:00:10.590470,0.668679590452418,0.5276649667653432,0.4999723511302779,9,3,162,9.654911880827669,5.473143882691152,0.9571291089210999,1.9845553271050913,0.5506228038782873,2.2628247846102587,COMPLETE
45,-0.467726836500558,2025-12-03 23:08:37.332303,2025-12-03 23:08:44.192462,0 days 00:00:06.860159,0.6781242692663807,2.056127644596959,0.4651664627142418,9,3,168,6.557816108500165,5.837357649917086,0.9374095347526196,2.3961163760742297,0.5356020489226295,1.2417049915008918,COMPLETE
46,-0.47893546796562775,2025-12-03 23:08:37.388907,2025-12-03 23:08:44.061705,0 days 00:00:06.672798,0.9789561207471059,2.071257092900998,0.47843277652865274,9,3,164,6.18023554443972,5.7372425356465575,0.9349098896030661,1.8461334263047795,0.5564933072860032,1.6436279381375734,COMPLETE
47,-0.502341043452675,2025-12-03 23:08:38.035287,2025-12-03 23:08:44.274764,0 days 00:00:06.239477,0.9820488843633399,2.0603880153289045,0.4634432325337624,9,3,159,8.787202323361125,5.7604746990654405,0.9450032611806176,1.8578997212577475,0.5583438893835522,1.200245677138014,COMPLETE
48,-0.5065109763044512,2025-12-03 23:08:38.442443,2025-12-03 23:08:46.833875,0 days 00:00:08.391432,0.9897790814660368,1.7881992083775937,0.26443956983778827,9,3,179,6.377832716382741,6.088284372854046,0.9429121218142397,1.899005414263644,0.561373426639557,1.2040354518552938,COMPLETE
49,-0.4873815383388142,2025-12-03 23:08:38.548057,2025-12-03 23:08:52.720656,0 days 00:00:14.172599,0.691707785034468,0.5538519576616447,0.2581326528530432,9,3,211,6.275641630380044,6.037215833837423,0.9566507641579723,1.8743787631108968,0.5439745435689728,1.722240991454467,COMPLETE
50,-0.5170857944076798,2025-12-03 23:08:39.197511,2025-12-03 23:08:47.625541,0 days 00:00:08.428030,0.9989911483806772,2.0575801808034804,0.26103168352841954,8,3,195,6.436334435351311,5.476651276880708,0.9334005197303361,1.8450407537152962,0.6191993202200684,1.2722400143878794,COMPLETE
51,-0.499431502802724,2025-12-03 23:08:39.649741,2025-12-03 23:08:47.319583,0 days 00:00:07.669842,0.9978717543477639,1.9326752774051217,0.4912260722378833,9,3,205,8.922926272280499,1.739137733749563,0.9323974312881809,2.370447413686033,0.6222854175777597,1.189721984255319,COMPLETE
52,-0.4928207194139926,2025-12-03 23:08:40.952276,2025-12-03 23:08:50.211259,0 days 00:00:09.258983,0.9975997098860623,1.9759966409217185,0.23425021294482565,8,3,207,8.561236333996836,1.928373931769674,0.9293761227674426,2.488763921604543,0.6217266418583312,1.2651981459511297,COMPLETE
53,-0.49864986408057055,2025-12-03 23:08:41.122992,2025-12-03 23:08:48.886475,0 days 00:00:07.763483,0.9914358646770356,1.908247839076725,0.49368576284659,9,3,211,8.92933120516235,5.768875875515292,0.9638312809178005,2.3796245178954205,0.6202398426004119,1.1891008984712375,COMPLETE
54,-0.4975282674684765,2025-12-03 23:08:42.785349,2025-12-03 23:08:50.849445,0 days 00:00:08.064096,0.9991458652186835,1.9494002140606048,0.4967897504760593,10,3,222,8.936410274924443,1.3778748658101267,0.9465520258592436,2.3742774298683265,0.6212168543534066,1.2584245004954315,COMPLETE
55,-0.4989764564053379,2025-12-03 23:08:44.064578,2025-12-03 23:08:54.657189,0 days 00:00:10.592611,0.9981366992797055,1.7080186551257195,0.23014426224285947,9,3,239,9.010669061898971,1.7853036338076547,0.9498313959858723,2.3661419234332497,0.6143734199056502,1.1859841022586268,COMPLETE
56,-0.49963154568030593,2025-12-03 23:08:44.195211,2025-12-03 23:08:58.806495,0 days 00:00:14.611284,0.9914079818096687,1.6558592358832895,0.2300355904090745,10,2,383,9.01958179248766,1.590568347511242,0.9425084432484812,2.3184110798187305,0.6129263890674604,1.220964732861414,COMPLETE
57,-0.5061411462966429,2025-12-03 23:08:44.277551,2025-12-03 23:08:58.630101,0 days 00:00:14.352550,0.9927776320700185,1.6315763653633883,0.2481889755661377,10,10,391,8.783820739003556,1.6456178824032137,0.9400642917478537,2.324978557547982,0.6183516896752934,1.2058526994861158,COMPLETE
58,-0.5037971306971988,2025-12-03 23:08:44.793005,2025-12-03 23:08:55.249340,0 days 00:00:10.456335,0.9782414589170985,1.6680003231336373,0.2389359627535051,10,10,234,8.990687516233688,0.03260177646975661,0.9576429899651128,2.3184711514817327,0.6192613936864374,1.2098912233552332,COMPLETE
59,-0.5032980553795475,2025-12-03 23:08:44.896074,2025-12-03 23:08:58.611370,0 days 00:00:13.715296,0.981347639957708,1.7155717679795899,0.24730724953076352,10,2,374,8.996078925985897,1.1921035419584247,0.9518816174177601,2.3259295717438566,0.6114831656109272,1.190015966698268,COMPLETE
60,-0.5132966566275087,2025-12-03 23:08:45.119294,2025-12-03 23:08:59.970353,0 days 00:00:14.851059,0.5991674524279517,1.6228367426435293,0.23680152799831328,10,10,387,8.94902170652946,1.2480719048411524,0.9671816230901797,2.0085953998070334,0.6217540768730901,1.1871906429785961,COMPLETE
61,-0.5091244467042779,2025-12-03 23:08:45.232612,2025-12-03 23:08:59.505188,0 days 00:00:14.272576,0.5832224499417165,1.638066705064039,0.2557049279849548,10,10,380,8.914323202933057,4.123831632605508,0.9611085260992528,2.0098905450464524,0.6049818232910864,1.208978516907594,COMPLETE
62,-0.4917002585237081,2025-12-03 23:08:45.924505,2025-12-03 23:09:00.357090,0 days 00:00:14.432585,0.7202616861392065,1.5929801141710667,0.2264064333740325,10,10,363,8.79793213905214,4.172850047041126,0.9565649395999384,2.6364090525714223,0.6224087002718058,1.1955861709321123,COMPLETE
63,-0.5084741269723735,2025-12-03 23:08:46.609080,2025-12-03 23:08:56.378865,0 days 00:00:09.769785,0.7130542995780587,2.3538357454247274,0.2223277222851306,10,10,233,8.72470850847643,1.6694589066388836,0.9654962012753499,2.0431433112425372,0.6222297780569884,1.1855916698307685,COMPLETE
64,-0.5112933203502938,2025-12-03 23:08:46.836966,2025-12-03 23:08:57.646519,0 days 00:00:10.809553,0.5989104455007251,1.6339190121456837,0.2215210525006866,10,2,222,8.997561513283147,4.035351943857272,0.9648830257508371,2.0420863745850673,0.6226086512396651,1.1853451626025857,COMPLETE
65,-0.49050268457485985,2025-12-03 23:08:47.322277,2025-12-03 23:08:57.546822,0 days 00:00:10.224545,0.9978352925892946,1.5385437667846353,0.23352995721934736,9,2,221,8.700216878594768,1.3064282006839516,0.9646200644176472,2.657952700061456,0.6219707381618791,1.1925788805463282,COMPLETE
66,-0.5022386037500818,2025-12-03 23:08:47.628655,2025-12-03 23:08:57.510818,0 days 00:00:09.882163,0.9680797884873013,2.3918939902336573,0.22288858735577405,9,2,250,8.409627526187359,3.876749251212521,0.9644424695495278,2.033585216276925,0.6000631927475029,1.3007058620670342,COMPLETE
67,-0.47822175141700884,2025-12-03 23:08:47.790692,2025-12-03 23:08:54.804515,0 days 00:00:07.013823,0.9636347165545636,1.5874260439741976,0.22685765458919874,7,2,109,8.523113702359133,3.9449672980546975,0.9021424432745403,2.5753299946697554,0.6043714663806506,1.3415080851302112,COMPLETE
68,-0.47725117983294635,2025-12-03 23:08:48.544261,2025-12-03 23:08:59.880893,0 days 00:00:11.336632,0.9669295609301218,1.606260981352353,0.25508264241280454,7,2,266,8.209215301116924,6.466604130728053,0.9038188903581794,2.668374740580102,0.6002633698383134,1.326283179162435,COMPLETE
69,-0.4973686529930393,2025-12-03 23:08:48.889393,2025-12-03 23:08:58.981360,0 days 00:00:10.091967,0.9609509262745495,2.362427924111506,0.2276679465032508,7,2,255,8.196597332893882,4.133669831381175,0.9033065621745067,2.0220968808727195,0.603977078121522,1.345663998143452,COMPLETE
70,-0.4805226439387467,2025-12-03 23:08:49.380794,2025-12-03 23:08:55.991819,0 days 00:00:06.611025,0.9632342066700752,2.404333377924795,0.25739650877363607,10,2,105,8.123138714468702,4.19267941625127,0.9054525957117818,2.564990520681605,0.598347212040275,1.336264579238763,COMPLETE
71,-0.48043554367402885,2025-12-03 23:08:50.214359,2025-12-03 23:08:57.764719,0 days 00:00:07.550360,0.9653482805810911,2.384201595345853,0.2167679641970605,10,2,110,4.311138569179675,4.0295192186836,0.9006271122303362,2.668324982675,0.6052002032984399,1.3982374559479067,COMPLETE
72,-0.49715494824668144,2025-12-03 23:08:50.852236,2025-12-03 23:08:57.739275,0 days 00:00:06.887039,0.9616818329784298,2.361472699711349,0.22378692496100083,10,2,111,8.0871059571163,4.1737868698469125,0.9037273452202618,2.0681036364770686,0.59881696302144,1.3999659866654706,COMPLETE
73,-0.4996359823591881,2025-12-03 23:08:52.723863,2025-12-03 23:08:59.944585,0 days 00:00:07.220722,0.9627466049288905,2.361366948319004,0.21424947198247743,10,2,115,8.33481551806663,6.373495706957419,0.8993168765676788,2.034161295685754,0.6005286067662549,1.392711124620398,COMPLETE
74,-0.5125070955949474,2025-12-03 23:08:52.804006,2025-12-03 23:09:05.222644,0 days 00:00:12.418638,0.9642960034126914,1.6449669523284816,0.2164525301254123,10,2,263,5.173673878527188,4.06926388716532,0.9099258953566594,2.068975734574955,0.5966319637368762,1.3420267134603232,COMPLETE
75,-0.497743733916975,2025-12-03 23:08:53.800098,2025-12-03 23:09:01.075390,0 days 00:00:07.275292,0.9626956660885319,2.352605559285526,0.20487691034785305,10,2,108,5.435667375371277,3.935633084049484,0.9013662069007768,2.080239556255532,0.5980196941871982,1.3794112305187118,COMPLETE
76,-0.5015808865610781,2025-12-03 23:08:54.659667,2025-12-03 23:09:01.858126,0 days 00:00:07.198459,0.96248257118157,2.345504162950305,0.21117820078158267,10,2,112,8.092623270849844,3.9190927356542837,0.9038755371467471,2.0519828737240076,0.5964954255459733,1.3657999931896043,COMPLETE
77,-0.500894319215213,2025-12-03 23:08:54.807219,2025-12-03 23:09:01.169197,0 days 00:00:06.361978,0.940427494339408,2.2505392795474,0.3787604832021966,10,2,128,7.961480654823012,6.825998841658471,0.9080765602400513,2.0660732944411446,0.5937836862739126,1.3431112551915068,COMPLETE
78,-0.48830142990173825,2025-12-03 23:08:55.251874,2025-12-03 23:09:13.540104,0 days 00:00:18.288230,0.5895838736247426,2.31137456696383,0.08166034326710941,10,10,268,5.522585945283117,1.082072362811153,0.908120936105092,2.066816609791641,0.593118603562396,1.516833877755138,COMPLETE
79,-0.5025768685011235,2025-12-03 23:08:55.853159,2025-12-03 23:09:07.195874,0 days 00:00:11.342715,0.9618246921860528,1.262912793472376,0.3779674094178515,10,10,262,5.572691148476588,0.011705066910566587,0.9128042934164371,2.0397712762216713,0.5956396457133907,1.4687687751640235,COMPLETE
80,-0.4989489934871119,2025-12-03 23:08:55.994847,2025-12-03 23:09:05.295134,0 days 00:00:09.300287,0.9399595114929867,1.2610354001572948,0.19939549346647042,10,10,129,5.537772757133134,1.0735594080569268,0.9746749480316725,2.059108661810747,0.5915669725061188,1.4966381437732221,COMPLETE
81,-0.5027123340807395,2025-12-03 23:08:56.381580,2025-12-03 23:09:11.560859,0 days 00:00:15.179279,0.9364494498021203,1.2970562588676817,0.20147243056344613,10,10,257,5.2910004173041765,0.9857487714473381,0.8688479062846864,2.0827254976700416,0.5916924479123048,1.5257424669586146,COMPLETE
82,-0.4990582606520224,2025-12-03 23:08:57.513949,2025-12-03 23:09:15.395367,0 days 00:00:17.881418,0.7125049516954726,1.2828602035809586,0.18340923324236852,10,10,336,7.698855178797657,0.9944155305434466,0.8799497088094175,2.0744539349391076,0.5924656592406394,1.4884026391100051,COMPLETE
83,-0.48424962221100065,2025-12-03 23:08:57.570825,2025-12-03 23:09:15.320183,0 days 00:00:17.749358,0.7153071224375027,3.0712743114975707,0.09429022791033631,10,10,360,5.584099861130327,6.752846328708246,0.8853989903261283,2.063157473981122,0.5888257625392247,1.5054558440606667,COMPLETE
84,-0.49646680227156503,2025-12-03 23:08:57.649274,2025-12-03 23:09:13.473180,0 days 00:00:15.823906,0.5614520919046767,1.3352950374182613,0.19484426035975008,10,10,274,5.240723600079117,2.2293489216760665,0.8795570369580037,2.100716659049905,0.5921073807683084,1.4709113450717426,COMPLETE
85,-0.4808481204224293,2025-12-03 23:08:57.741968,2025-12-03 23:09:14.143522,0 days 00:00:16.401554,0.5562214539222533,3.0487256674264347,0.08448595932963932,10,10,267,5.370389926744172,2.2760298175919416,0.9967051324094947,2.2350447454054843,0.6078461460056089,1.518407291834215,COMPLETE
86,-0.49325617665919363,2025-12-03 23:08:57.768215,2025-12-03 23:09:14.836929,0 days 00:00:17.068714,0.565506067376573,1.2777433022262328,0.1858046000307605,10,10,271,5.087954321235138,2.403762141990298,0.8746917236386029,2.2542069187593214,0.5901328558565557,1.5068816187721648,COMPLETE
87,-0.49244117029404655,2025-12-03 23:08:58.614668,2025-12-03 23:09:23.169809,0 days 00:00:24.555141,0.5660294838743308,1.3361482858854328,0.08326540383104909,10,10,268,5.665703006806816,2.3395632315130372,0.8759404155158415,2.1920774989339793,0.592599822562287,1.5161163749412283,COMPLETE
88,-0.4702183973347005,2025-12-03 23:08:58.632874,2025-12-03 23:09:22.771909,0 days 00:00:24.139035,0.5725133666263518,1.2664648213476013,0.08894072451918585,10,9,271,5.744749381122601,2.271996491096557,0.8743704976251477,2.1805705755869997,0.5113819188630431,1.4974247964575695,COMPLETE
89,-0.48390488762916956,2025-12-03 23:08:58.809370,2025-12-03 23:09:15.008225,0 days 00:00:16.198855,0.5909920213982576,3.0644843894613323,0.08663869779774552,10,9,264,5.575265517742108,2.3772101237503134,0.8762967138214944,2.1040583139690674,0.5909661915969321,1.4901183484145335,COMPLETE
90,-0.48909359064239233,2025-12-03 23:08:58.984161,2025-12-03 23:09:21.365867,0 days 00:00:22.381706,0.5829541716984481,1.2810320167337137,0.08836578058972738,10,9,275,7.746614361971739,2.3502472314304192,0.9947947651629271,2.1876683833174733,0.5884431364971894,1.4905528772356258,COMPLETE
91,-0.49217871590065515,2025-12-03 23:08:59.508373,2025-12-03 23:09:14.591616,0 days 00:00:15.083243,0.5650570067012058,1.219320123933145,0.19136237527552075,10,9,273,5.51561340908752,2.3633512609630203,0.9984425358320195,2.20421851566456,0.5884552314123904,1.4955121877940811,COMPLETE
