learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_class_0,weight_class_1,weight_class_2
0.1186243712375522,198,8,1,0.9247842569631215,0.7820411094278266,6.82342642679057,3.659991491426665,0.6229312207914701,1.8304914903835743,0.6139397158079877,1.240661128923234
