learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_class_0,weight_class_1,weight_class_2,value
0.010588585549279427,85,10,1,0.6261899798074876,0.5198653710214872,2.6026281619533274,3.182461416315381,3.6671536816946384,2.613264376347659,0.35706671109374294,1.4898035949694326,-0.2669388026461548
0.07039808278719609,470,4,5,0.5194477319566095,0.5081377453170485,7.899863400311677,9.347736965351366,1.6028889280894076,3.9252879961464844,0.39636246502791017,1.905540116169445,-0.10295395308427453
0.10460047483115842,67,6,6,0.5281020777385057,0.5525445406507679,3.3793315560930437,9.333142605818042,0.1070243540182958,2.8923771141457193,0.4844334345935035,2.164538100795411,-0.3508804625916852
0.1876067723893698,303,7,9,0.8280714222246686,0.9164635522378329,9.829926644124884,0.7488086332222732,2.5856614294251035,3.1033586531376045,0.4655373406563842,1.4185036124377344,-0.3984284863412091
0.022377723138350597,724,3,8,0.7347369813667042,0.8686781109280988,8.125857257842137,6.627612615979452,4.310801950564493,4.382342038939091,0.5930874530776229,1.4308970416008393,-0.10295395308427453
0.02481672279799747,479,4,10,0.8437294379496607,0.7519608283267071,0.9020294105834181,3.5486356048644865,1.031393536435421,3.5895722278647835,0.3256071943009735,1.9795151876498485,-0.10295395308427453
0.13793083073751872,65,8,6,0.8950516306688735,0.954529949472301,8.246953726647666,4.804419245439581,2.2845201317548884,2.518813016915947,0.5833994316169673,1.8809944623286217,-0.4423348630138218
0.016889773687686634,118,7,9,0.6875124310241023,0.5314758708179993,4.786636974955686,3.427421025497961,4.581402519089691,4.48198656944978,0.42795446982434804,2.0161452244975715,-0.10295395308427453
0.4219400874876162,602,9,4,0.8599134527017753,0.5275973578742843,7.138957336522158,2.676923334138983,3.451783360909004,4.12299831703323,0.4845128248763375,2.3274063108952547,-0.3577442021582766
0.05163430507541022,563,10,2,0.9186202922832878,0.9001821287224181,5.320479783250766,5.286996237987617,1.5700325280604188,2.4936592244036255,0.556373217562392,2.3438787202538753,-0.4399327254505034
0.013455681445372493,149,10,7,0.7005113395375901,0.8817744018294258,9.760758009479265,5.97220738206194,2.2121063813146686,3.872248061166329,0.5757107793372327,2.8696501017137894,-0.3107449220046213
0.07398762416363233,580,3,6,0.6188979142999917,0.9399040239449875,3.126562303429914,8.491050565601336,0.8314171381899599,4.0541875488636325,0.35717568678879,2.8326233897092044,-0.2828153306809627
0.4460630115511122,564,4,9,0.5509151480358352,0.8579658374140517,6.310856919322446,9.26982453195311,3.0085040560447713,4.411016370900631,0.6128044303628442,2.0758486035665853,-0.40645166649940334
0.018535773596703768,174,10,6,0.5002972628392494,0.8632776113525273,8.77077892797791,2.8122373753512973,1.358348778693046,4.514906265549612,0.40396895247201126,1.673026263839208,-0.10295395308427453
