learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_ratio_0,weight_ratio_1,max_delta_step,scale_pos_weight
0.04636637796843546,406,7,9,0.8656415385300109,0.8507276481514952,4.87016973451697,0.4284904421149377,0.6146201281375887,1.196870929627317,1.0130082794528328,6,1.4037927406177804
