learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,weight_ratio_0,weight_ratio_1,max_delta_step,scale_pos_weight
0.08036849497069946,721,10,1,0.815377861751656,0.8921463222108534,1.2841403056865406,4.747848075982924,0.51034800732746,1.2207088613588035,0.7070882657899088,9,1.9718342745759374
