number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,params_weight_ratio_0,params_weight_ratio_1,state
10,-0.6135790099420475,2025-12-07 13:48:58.235399,2025-12-07 13:49:02.138223,0 days 00:00:03.902824,0.8162762890469045,0.351344196892571,0.03598542043703845,4,3,4,61,2.288943252762812,0.025310186568644477,0.7018846097777931,0.8663349097216313,1.576184431016834,1.8952894088238101,COMPLETE
11,-0.6362738693172393,2025-12-07 13:48:58.293732,2025-12-07 13:49:03.531179,0 days 00:00:05.237447,0.8227941334322574,0.7819921052723426,0.05466016832535048,9,4,10,110,1.0563417400413777,4.655785324196641,0.8670254452033616,0.6650469104560438,0.9564606771116102,0.501170609063881,COMPLETE
12,-0.5708590907246611,2025-12-07 13:48:58.323189,2025-12-07 13:49:20.573873,0 days 00:00:22.250684,0.8233817460628692,0.04918204942004323,0.0736005296789379,7,9,2,258,2.0186798364882574,3.667126974927775,0.7613973154491169,0.7298289640545497,0.5360814139944524,1.705844652177098,COMPLETE
13,-0.5532959533748559,2025-12-07 13:48:58.353238,2025-12-07 13:49:13.050506,0 days 00:00:14.697268,0.8860037720166686,1.2905770977665378,0.022150692684576638,0,3,7,355,3.6224406079500726,1.2059918700418337,1.5198046573126756,0.6388498472142976,1.0678607970125813,1.005997945319686,COMPLETE
14,-0.6417836988336714,2025-12-07 13:48:58.371744,2025-12-07 13:49:04.732270,0 days 00:00:06.360526,0.8620172816029388,1.7547378841153802,0.02314643125835635,9,7,8,319,3.3547305452508906,4.082384616737432,0.9571269704991506,0.7192752083801037,1.185540207401695,0.8106912120751135,COMPLETE
15,-0.5282093417473195,2025-12-07 13:48:58.388413,2025-12-07 13:49:23.996226,0 days 00:00:25.607813,0.6589947247020422,1.8207990605676425,0.01139376231562825,5,4,1,597,4.646758185302785,4.441639059687184,1.74443394416492,0.6661183954313159,0.7667524891601247,0.6780994790588522,COMPLETE
16,-0.6402789134560375,2025-12-07 13:48:58.425080,2025-12-07 13:49:06.711057,0 days 00:00:08.285977,0.8004295012658251,1.1335374072250826,0.041304123436819155,4,10,2,611,3.7827595581791478,4.220124958257713,1.5086021366407874,0.6558615368860066,1.8850063024278454,0.9599631121342174,COMPLETE
17,-0.623984736190799,2025-12-07 13:48:58.475835,2025-12-07 13:49:22.908781,0 days 00:00:24.432946,0.7926752813618427,0.7359139044776244,0.05487937328546067,8,8,6,348,4.0544729883981665,4.874226213974063,1.825560330936437,0.8447181107253842,1.7410365616744115,1.3806586945642056,COMPLETE
18,-0.5479839564597361,2025-12-07 13:48:58.488788,2025-12-07 13:49:32.974467,0 days 00:00:34.485679,0.7846646841862599,1.0887271449466924,0.06293264875508946,4,6,9,682,1.5354204752231593,3.4158951585396027,1.9470744511630294,0.8360364758240579,0.7479694322517851,0.888578772881208,COMPLETE
19,-0.542573057474855,2025-12-07 13:48:58.535849,2025-12-07 13:49:17.035032,0 days 00:00:18.499183,0.6012272005886938,1.7024668539089258,0.0265995019253124,4,4,8,435,2.923036772339409,3.636792158081316,1.0653945893738412,0.8534870781177291,1.1081759060961307,1.6081162302700645,COMPLETE
20,-0.6220871141308403,2025-12-07 13:48:58.575004,2025-12-07 13:49:04.618053,0 days 00:00:06.043049,0.6669661803928961,1.289995290779963,0.05386926022528677,1,9,1,145,4.774864903458764,2.07459353784449,1.1627482546665393,0.8108715115188054,1.3511091816172298,1.0200263841168842,COMPLETE
21,-0.6412460387647232,2025-12-07 13:48:58.623500,2025-12-07 13:49:05.217220,0 days 00:00:06.593720,0.8639593130433812,0.8810796885215881,0.022434670729320753,6,6,10,689,0.02502145857925686,4.260568009108595,1.2443304875799495,0.783468338315511,1.8751009818055426,0.7702849648494905,COMPLETE
22,-0.6453859976909704,2025-12-07 13:48:58.647818,2025-12-07 13:49:19.622694,0 days 00:00:20.974876,0.6233313576725608,0.1258471644775916,0.031292315251379155,3,9,2,233,2.7675752413176085,3.9358318113795248,1.8715037935337757,0.6332073025410618,1.9110664526775536,1.1908314631468613,COMPLETE
23,-0.6075254257680874,2025-12-07 13:48:58.668277,2025-12-07 13:49:04.184771,0 days 00:00:05.516494,0.673858450645807,1.0605005109590921,0.09961232896418244,0,9,4,447,1.4909238555713262,2.4709176812752522,1.7904837041979775,0.6886168220678148,1.330104321944531,0.6587279746610031,COMPLETE
24,-0.6295511349227081,2025-12-07 13:49:02.139186,2025-12-07 13:49:18.189016,0 days 00:00:16.049830,0.8734529751194473,1.1509053144993082,0.04133438645065045,6,9,7,189,1.6261011448397173,3.2066078160474576,1.0602105924458125,0.7727515611300874,1.0775215066066406,1.2702127661489047,COMPLETE
25,-0.6439151336743532,2025-12-07 13:49:02.528185,2025-12-07 13:49:11.080438,0 days 00:00:08.552253,0.7519591144763014,1.4947162878839846,0.02505143947662223,6,9,1,544,2.361270654679999,0.42522543589839534,0.5747522623684236,0.8165125695257225,1.3206290309097202,1.3193660066305555,COMPLETE
26,-0.6402174741684179,2025-12-07 13:49:02.535845,2025-12-07 13:49:09.911278,0 days 00:00:07.375433,0.8846895750812496,1.5036329068490433,0.018401310992765495,9,9,4,533,1.0638629453562032,4.795763609358517,1.2467410781358834,0.7775297532561284,1.4478726496791507,0.9047502623331585,COMPLETE
27,-0.6016153463920948,2025-12-07 13:49:02.901221,2025-12-07 13:49:19.215902,0 days 00:00:16.314681,0.7516658069827158,1.997537435351005,0.012793517719194607,1,6,2,284,3.4279482462269155,0.8695157405324699,1.2047839960241633,0.7778559180205019,1.7900714959412114,1.8404320712003477,COMPLETE
28,-0.5868586840032549,2025-12-07 13:49:03.532107,2025-12-07 13:49:15.557604,0 days 00:00:12.025497,0.6496779132409627,1.4081765392211703,0.015286274362822852,7,3,7,306,3.3375536600985645,1.2235780854530665,1.3297276892888528,0.8599182603567985,1.3694232032084146,1.2875104408204423,COMPLETE
29,-0.6259845483819861,2025-12-07 13:49:04.186102,2025-12-07 13:49:10.320305,0 days 00:00:06.134203,0.8098370591593177,1.816685718276386,0.034263971758738965,10,9,4,144,0.005749633192517201,3.2099791293252182,1.3183489175993472,0.6414800079756214,1.9455600270731104,1.3032879608306156,COMPLETE
30,-0.5614488558466993,2025-12-07 13:49:04.619099,2025-12-07 13:49:37.188694,0 days 00:00:32.569595,0.8197087480344463,1.0907425796933001,0.018359967321012475,1,5,1,678,4.189091660706578,4.174318126594904,0.7483632493080878,0.6359313491141195,0.7843763207445509,1.611176423391099,COMPLETE
31,-0.6521030873128824,2025-12-07 13:49:04.733204,2025-12-07 13:49:29.525779,0 days 00:00:24.792575,0.7906715712351627,0.20241988729657723,0.06587829575842122,4,10,8,276,4.600945344196646,3.769454935643158,1.9073010018794867,0.7075741937286999,1.1089332225904915,0.7402887315874608,COMPLETE
32,-0.5297589569870229,2025-12-07 13:49:05.218122,2025-12-07 13:49:21.367003,0 days 00:00:16.148881,0.8620322794839963,0.9089049634286157,0.02920082091787514,4,5,7,332,0.40616789628589334,4.139092980448023,1.3781544893281714,0.8379246300975951,1.0247353610418581,1.2641389753441594,COMPLETE
33,-0.6535138684398821,2025-12-07 13:49:05.332053,2025-12-07 13:49:25.450210,0 days 00:00:20.118157,0.7496671633195399,1.9057254503246837,0.010561676528037686,3,10,7,488,4.870654482724024,0.11584794533760945,0.5229328677785196,0.6127052927949088,0.6118766599640542,1.206313743245323,COMPLETE
34,-0.6432815459382538,2025-12-07 13:49:06.711920,2025-12-07 13:49:15.230789,0 days 00:00:08.518869,0.894872659890156,1.9367368403748066,0.014060734540984426,8,8,8,383,2.884825588191016,0.2500564172489237,0.5383797827477164,0.6000985848902223,1.0613459136221783,1.162742092530766,COMPLETE
35,-0.6468428183379611,2025-12-07 13:49:07.812849,2025-12-07 13:49:33.794966,0 days 00:00:25.982117,0.7484486294245801,1.9735263345174257,0.09861680579678503,7,7,8,456,4.9835932760094295,0.5083788917755445,0.5178397532162923,0.6044154203236914,0.5438791123127248,1.208390477774612,COMPLETE
36,-0.6518020071485316,2025-12-07 13:49:07.991214,2025-12-07 13:49:29.595340,0 days 00:00:21.604126,0.7449223023662024,1.858530666796498,0.08822373793751148,7,8,8,463,4.937177246062642,0.520386377810431,0.5380125617535999,0.6042941804665127,0.6015220478763426,1.2127424919019103,COMPLETE
37,-0.628285254339588,2025-12-07 13:49:09.912238,2025-12-07 13:49:33.017900,0 days 00:00:23.105662,0.7501227586992775,1.9677157560455565,0.09131563017026771,7,7,8,399,4.974210450026801,0.6882718673290046,0.5395132681462985,0.6011657337510466,0.5187004678188591,1.2609813284644014,COMPLETE
38,-0.6440208167959139,2025-12-07 13:49:10.321241,2025-12-07 13:49:15.616833,0 days 00:00:05.295592,0.7482060847062568,0.6634266591249401,0.0772210687874691,6,7,8,400,4.88376590943349,0.7451483252555235,0.5119427893801191,0.6108048976705909,1.1207375342552703,1.0803010312160257,COMPLETE
39,-0.6270512684557384,2025-12-07 13:49:11.081452,2025-12-07 13:49:36.205799,0 days 00:00:25.124347,0.7639737548480467,0.6604702529035464,0.09972977047173058,3,7,8,427,4.882514778362646,0.9994113583727007,0.6269437105414143,0.6008149879295067,0.5270913859843173,1.1583938492837833,COMPLETE
40,-0.640650796406327,2025-12-07 13:49:13.051800,2025-12-07 13:49:32.151250,0 days 00:00:19.099450,0.7614438337637314,0.6292945586798397,0.08978093650559903,3,7,9,431,4.833385601067766,0.8565413177813479,0.5251101981492208,0.6119587272308017,0.5258845906241411,1.14128265779495,COMPLETE
41,-0.4748336267487124,2025-12-07 13:49:15.231779,2025-12-07 13:49:29.125951,0 days 00:00:13.894172,0.761194688478043,0.7704278428835551,0.09855298355392779,3,7,9,229,4.793421489831955,0.9241791011868361,1.0242662973579604,0.7471451990573797,0.517981631803154,1.6220763479809799,COMPLETE
42,-0.6438859467829883,2025-12-07 13:49:15.559120,2025-12-07 13:49:21.492077,0 days 00:00:05.932957,0.7654569616547445,0.6422668153783544,0.09459482038768383,3,8,9,219,4.901995111345293,0.6778389661331291,1.076936629545773,0.7172672285725643,1.6806400936583559,1.6339048255031643,COMPLETE
43,-0.6144674175599186,2025-12-07 13:49:15.618360,2025-12-07 13:49:35.107616,0 days 00:00:19.489256,0.6004759631060036,0.6277058381677894,0.09807052230988084,3,10,9,212,4.193190487257691,1.7929687017061007,1.9842256479545433,0.7224325533576503,1.6223523072340043,1.7420525400716906,COMPLETE
44,-0.6011065907136931,2025-12-07 13:49:17.036136,2025-12-07 13:49:21.300455,0 days 00:00:04.264319,0.7388473255235406,0.5414999137143709,0.011600167714863016,2,6,9,232,4.439340988046348,2.0410130311737382,1.9777191637319225,0.6223135930861615,1.6116723774235717,0.8034941994952343,COMPLETE
45,-0.6134862050985501,2025-12-07 13:49:18.190083,2025-12-07 13:49:32.714230,0 days 00:00:14.524147,0.7356904931741892,0.04946867996948616,0.010063028635232587,3,6,9,250,4.373219829056192,1.8249439715947524,0.693314792787143,0.6220443318917698,1.6111552425490347,0.5252490404202157,COMPLETE
46,-0.6347926125995264,2025-12-07 13:49:19.144154,2025-12-07 13:49:32.736233,0 days 00:00:13.592079,0.7391604219813465,0.5804985365131086,0.011211771470802274,8,6,9,240,4.320343078427016,0.8104022514028597,0.6892402729303935,0.7339424895570797,1.5769978671748683,0.8302777947299846,COMPLETE
47,-0.6069170351426899,2025-12-07 13:49:19.217917,2025-12-07 13:49:31.052534,0 days 00:00:11.834617,0.7094580942963158,0.019417452174194355,0.01026751932754157,8,5,9,228,4.428237909543322,1.9440124085164865,0.6836771809915232,0.6779080457234888,1.5914603437128485,0.5020086742157219,COMPLETE
48,-0.6430229532611631,2025-12-07 13:49:19.325403,2025-12-07 13:49:30.046583,0 days 00:00:10.721180,0.7788590716877927,0.5714080975360956,0.0915953411107817,8,5,9,208,4.325297342777065,1.667437497172578,0.6886390183217681,0.6747890798290909,1.5678809712774158,0.509761208706262,COMPLETE
49,-0.6405302227519434,2025-12-07 13:49:19.623741,2025-12-07 13:49:26.413437,0 days 00:00:06.789696,0.7813489030718962,0.6097695332095541,0.09498470659349743,3,10,9,205,4.261253134285088,1.6122472503272074,0.7030697152838963,0.7321262674305103,1.5913126885428697,1.168385145992433,COMPLETE
50,-0.6432534885482823,2025-12-07 13:49:20.267346,2025-12-07 13:49:27.726593,0 days 00:00:07.459247,0.7800951140956904,0.5776281556488643,0.07231662954129743,2,10,9,235,4.244285514338539,1.7257179914692746,0.6692545312521163,0.6756880493631714,1.6310745477206887,1.1323378662334527,COMPLETE
51,-0.642583717010419,2025-12-07 13:49:20.575090,2025-12-07 13:49:28.180761,0 days 00:00:07.605671,0.7821486549818402,0.5747738263859612,0.07354469385046244,2,10,9,208,4.3144033358092875,1.7275768524242352,0.6615731897379522,0.6859662703041006,1.6556218598919599,1.127474402784048,COMPLETE
52,-0.6477495283722513,2025-12-07 13:49:21.301613,2025-12-07 13:49:28.488892,0 days 00:00:07.187279,0.7819485746063503,0.22213094097949893,0.07948309354342527,3,10,9,203,4.212139637871324,1.6060041432561465,0.6390079446105748,0.6775167780993868,1.6512247757806229,1.4132552600218222,COMPLETE
53,-0.6340230591391731,2025-12-07 13:49:21.368273,2025-12-07 13:49:28.116282,0 days 00:00:06.748009,0.7928908483493974,0.6355100940310167,0.08063575831909967,2,10,9,205,4.423941276807632,1.6143017564456914,0.7073163361076792,0.6784354348019445,1.658019689669532,1.4354617896706499,COMPLETE
54,-0.6514927869032827,2025-12-07 13:49:21.493012,2025-12-07 13:49:39.358361,0 days 00:00:17.865349,0.7181520412457431,0.18810582923491148,0.07129482003043609,10,10,9,185,4.257144398825296,2.8411351457146106,1.6316197847620901,0.6785010530501512,1.4812706732309835,1.1073335870804926,COMPLETE
55,-0.6467287065306314,2025-12-07 13:49:22.909828,2025-12-07 13:49:41.223504,0 days 00:00:18.313676,0.7082460389678621,0.1717011870993158,0.07214403935966111,10,10,9,186,4.267137609381175,2.8491912942039566,1.6725107382541426,0.6720043541932892,1.5282374554199791,1.1653110284771986,COMPLETE
56,-0.6494406453014513,2025-12-07 13:49:23.997315,2025-12-07 13:49:40.953632,0 days 00:00:16.956317,0.7208070462075736,0.15562540182786289,0.07220730701055467,10,10,9,171,4.2689302073311,2.930116534437945,1.599246629192172,0.6825347991253368,1.499170570639703,1.1538961220111688,COMPLETE
57,-0.6359967372293348,2025-12-07 13:49:25.451877,2025-12-07 13:49:32.321473,0 days 00:00:06.869596,0.7112021121860992,1.6672525572092685,0.08205057893868545,2,10,5,485,4.193736533055639,1.630442033198999,0.6438393058997148,0.684795382855654,1.2171709391569934,1.1716365443927448,COMPLETE
58,-0.636784599570492,2025-12-07 13:49:26.414419,2025-12-07 13:49:33.322997,0 days 00:00:06.908578,0.7274543882997002,1.6661188954295374,0.0800067725501789,2,10,6,501,2.9820223795105636,0.13863667717064707,0.6237873445838135,0.6264742454390128,1.227556763141409,1.1538627298379351,COMPLETE
59,-0.641175642154385,2025-12-07 13:49:27.727530,2025-12-07 13:49:38.873305,0 days 00:00:11.145775,0.7157586869351658,1.678097237387741,0.018056606971230262,1,10,5,485,2.853042607002725,0.024124059730233516,0.6048068150882393,0.6194127673888462,1.5161003262841646,1.4626377300730757,COMPLETE
60,-0.6376477414631249,2025-12-07 13:49:28.117493,2025-12-07 13:49:36.062609,0 days 00:00:07.945116,0.7138449886825472,0.2043592728455474,0.018512997644013363,1,8,5,505,2.978837584384752,1.037348799488532,0.5995344192024835,0.620884774879223,1.4593776213460787,1.511761573248544,COMPLETE
61,-0.449495163753606,2025-12-07 13:49:28.181649,2025-12-07 13:49:33.349341,0 days 00:00:05.167692,0.7097232009922285,1.658324885759353,0.017769845541364775,1,8,5,746,2.9539084012867645,0.09460505632037118,0.5984329581792732,0.6304419920620754,1.5059917591725334,0.880296070533302,COMPLETE
62,-0.642108769051621,2025-12-07 13:49:28.489800,2025-12-07 13:49:39.276412,0 days 00:00:10.786612,0.7063843655814644,1.6396163608433223,0.010001375056240498,1,8,5,747,3.9641069896173105,1.0716804087213605,0.5986064115448984,0.6203613526557185,1.4790496804143607,1.5197613103196999,COMPLETE
63,-0.6146902098597727,2025-12-07 13:49:29.127167,2025-12-07 13:49:34.306700,0 days 00:00:05.179533,0.7179870584499657,1.7083798563409753,0.06355213027219245,1,8,5,482,4.00550938861037,0.0881774315521261,0.8561675148758013,0.6211698930402808,1.450220506987532,1.506371756840671,COMPLETE
64,-0.6430082905608835,2025-12-07 13:49:29.527002,2025-12-07 13:49:46.835072,0 days 00:00:17.308070,0.7150511481913758,0.2549689822413489,0.0646251799535898,1,10,6,481,4.123883868336875,0.012983564176404658,0.5917495632515157,0.6961375162233682,1.4710206473952618,0.5230104850208039,COMPLETE
65,-0.6412551018415145,2025-12-07 13:49:29.596998,2025-12-07 13:49:35.658172,0 days 00:00:06.061174,0.7194631522801743,0.36864172917396965,0.06417314420933769,4,8,10,491,4.553336436503413,0.09080465234537669,0.6161069463767078,0.8949304231183617,0.6477014342059146,0.5327419351351573,COMPLETE
66,-0.6372751696720477,2025-12-07 13:49:30.047651,2025-12-07 13:50:09.953817,0 days 00:00:39.906166,0.7206184278426019,0.38746808347170253,0.06503987861670896,5,10,10,480,3.995244520590939,0.015293419477861336,0.609586259933417,0.6236069693852412,0.5889053281391504,1.5339805119609078,COMPLETE
67,-0.590831639253211,2025-12-07 13:49:31.053747,2025-12-07 13:50:01.690221,0 days 00:00:30.636474,0.72485447677915,0.36841552792584065,0.0648273859496111,5,8,10,481,3.9472173307687304,0.10840255380648921,0.8512305400823084,0.8851753327192461,0.6421112683596417,1.5017176566878563,COMPLETE
68,-0.6288285347457067,2025-12-07 13:49:31.525290,2025-12-07 13:50:15.392731,0 days 00:00:43.867441,0.7311678332244642,0.3505671663021199,0.06497577517674497,5,10,10,510,4.008815111594766,0.15477804890423363,0.8329282110942979,0.6976286173053488,0.6310368126667157,1.463390795104468,COMPLETE
69,-0.6274763835908505,2025-12-07 13:49:32.152199,2025-12-07 13:50:13.156844,0 days 00:00:41.004645,0.7263740728174155,0.4006206039779595,0.0656925074908844,5,10,10,490,4.100521601784685,0.23424609044090353,0.8412897440478044,0.7005254554775134,0.6547871498720669,1.5244499306592973,COMPLETE
70,-0.6304456252720886,2025-12-07 13:49:32.322514,2025-12-07 13:50:15.820311,0 days 00:00:43.497797,0.7280594301907815,0.40642158612203233,0.06501219869378955,5,10,10,509,4.0053284748264195,0.06899965146094472,0.8449806480603714,0.6547496498264626,0.6696382301399113,1.5172135609652326,COMPLETE
71,-0.5968152906704786,2025-12-07 13:49:32.715842,2025-12-07 13:50:05.129747,0 days 00:00:32.413905,0.7178215082072,0.34222196278628236,0.06364807498830209,5,8,10,499,3.914166391964642,0.0045131992607599924,0.7969886389529988,0.6531580638874426,0.6348368220679677,1.4973661654908752,COMPLETE
72,-0.590612906250017,2025-12-07 13:49:32.740243,2025-12-07 13:49:45.161512,0 days 00:00:12.421269,0.7248101840788964,0.35660371209221753,0.06315499807799066,5,8,10,165,4.048303335882747,0.13335116384068746,0.8430401629967641,0.891893819532799,0.8565939236851559,1.532131240854713,COMPLETE
73,-0.49807733629203604,2025-12-07 13:49:32.975755,2025-12-07 13:49:38.795359,0 days 00:00:05.819604,0.8403377073994942,0.38695230344362663,0.06621932473404767,5,8,10,59,3.9871698064389838,0.036008196984538554,0.8558790721631762,0.6537424427485948,0.6741320580718393,1.4982076533121509,COMPLETE
74,-0.6073241058382214,2025-12-07 13:49:33.026585,2025-12-07 13:50:06.366904,0 days 00:00:33.340319,0.836674195046677,0.39280438761124636,0.06474522849152478,5,8,6,512,3.986841113101067,0.12403147145184529,0.8164596763761405,0.895077512368756,0.6625968615421352,1.4968736222619146,COMPLETE
75,-0.5550499863056205,2025-12-07 13:49:33.324448,2025-12-07 13:49:46.021096,0 days 00:00:12.696648,0.8031883244373733,0.36355501253930794,0.06490074793769365,5,8,10,170,4.559966233837448,1.2424749773872668,0.8240018862200053,0.6480481412691301,0.6798444168209645,1.4956409299060054,COMPLETE
76,-0.5410128716784434,2025-12-07 13:49:33.351440,2025-12-07 13:49:40.699594,0 days 00:00:07.348154,0.8355250180811075,0.3637863546251765,0.0652108967676311,5,10,10,61,3.9548593343320397,0.44301109288803087,0.7986599122617023,0.655032866101976,0.6531167792442787,1.4776009889001656,COMPLETE
77,-0.5410873447176384,2025-12-07 13:49:33.796305,2025-12-07 13:49:44.829307,0 days 00:00:11.033002,0.8368723758601148,0.3205876225821874,0.06443703484560998,5,10,10,108,3.9739172445747744,1.1736345818489464,0.8704174916283126,0.6458731059052719,0.6244196463238372,1.4775123352812474,COMPLETE
78,-0.6305309231982622,2025-12-07 13:49:34.308120,2025-12-07 13:49:40.914152,0 days 00:00:06.606032,0.813511624679137,0.30590566184860984,0.04564930163793806,5,10,10,167,4.594140681622719,1.2080971046761073,0.80056261998312,0.6536002667914755,0.6744700011788642,0.7111196550831328,COMPLETE
79,-0.5352511096503395,2025-12-07 13:49:35.108735,2025-12-07 13:49:43.149409,0 days 00:00:08.040674,0.8390229294586217,0.21726057670103405,0.04761386614792971,0,10,10,69,4.574186227876717,1.2673341633301143,0.807901820526316,0.6520831895047647,0.6237120994447429,1.3913712223513366,COMPLETE
80,-0.6184958508939088,2025-12-07 13:49:35.659316,2025-12-07 13:49:42.748544,0 days 00:00:07.089228,0.8443903291731194,0.2482768113436765,0.06918266401313714,5,9,7,66,3.9376488855967895,1.2195032370587275,0.7990754751218314,0.6540498112111688,0.8795207481591342,1.3683263631101759,COMPLETE
81,-0.6167625405340288,2025-12-07 13:49:36.064170,2025-12-07 13:49:44.388525,0 days 00:00:08.324355,0.8445159168165792,1.8577012384360212,0.047628284744227235,5,9,7,81,3.8836407392910983,2.70108642100549,0.7900266988863596,0.6479728406469575,0.8743174071849973,1.3740208022285765,COMPLETE
82,-0.6286576042907326,2025-12-07 13:49:36.207120,2025-12-07 13:49:51.083151,0 days 00:00:14.876031,0.8353010419810508,1.8563210856120678,0.04871382217891924,5,9,7,172,4.645405082600164,1.2862288028449331,0.7923834611180918,0.6543690933303274,0.888907403754092,1.4008005033330544,COMPLETE
83,-0.6135460581222133,2025-12-07 13:49:37.189958,2025-12-07 13:49:46.616149,0 days 00:00:09.426191,0.842211187973187,0.44603530982428485,0.04806692132133046,5,9,7,95,3.9743496410570263,1.387134775867604,0.8007397907775414,0.6537010521037089,0.8493654923944275,1.355972560730551,COMPLETE
84,-0.6551563051978099,2025-12-07 13:49:38.796647,2025-12-07 13:50:23.491849,0 days 00:00:44.695202,0.8413676257049737,1.8659804886335924,0.05017260205262408,5,9,7,560,4.64496538963441,0.5025344453826593,0.8117091468328443,0.6487771841680211,0.879030318655228,1.3703428937433446,COMPLETE
85,-0.5395269532633575,2025-12-07 13:49:38.874340,2025-12-07 13:49:52.602128,0 days 00:00:13.727788,0.837263595003185,1.8550570920091038,0.08478705506489224,5,9,7,159,4.639623207365702,1.347293178900544,1.6348174065241985,0.7024755603469072,0.8934312640091946,1.3577297433379738,COMPLETE
86,-0.5353582669738354,2025-12-07 13:49:39.277435,2025-12-07 13:49:53.339130,0 days 00:00:14.061695,0.8391334647049572,1.8359765544049935,0.0854154991764299,5,9,7,164,4.63242617769634,0.4967815368091321,1.619772552532002,0.6489183914742684,0.8657158210434921,1.3773399762686076,COMPLETE
87,-0.5461374828575204,2025-12-07 13:49:39.359326,2025-12-07 13:49:53.206734,0 days 00:00:13.847408,0.8351575830083787,0.44753654040301777,0.049429072131132006,10,9,7,160,4.640180282375628,2.283825699999595,1.6246458442530094,0.6984833775997769,0.6038048066299068,0.7110234668399892,COMPLETE
88,-0.53522525158815,2025-12-07 13:49:40.700593,2025-12-07 13:49:54.885392,0 days 00:00:14.184799,0.8118475383801059,1.851464157358163,0.08608146722454701,10,9,7,166,4.654315661458848,2.7509895139304756,1.656281768337385,0.6945531008232896,0.8712755700907299,1.3666801188596915,COMPLETE
89,-0.47607170106915175,2025-12-07 13:49:40.915326,2025-12-07 13:49:51.327304,0 days 00:00:10.411978,0.6895875495351537,1.8523222055439532,0.04750607789110204,10,9,7,109,3.688383871400248,2.277250462350684,1.6251088790923696,0.6999137505573532,0.9154972403784145,1.36216174078682,COMPLETE
