learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,max_delta_step,scale_pos_weight,class_1_weight,threshold
0.02377370698731688,550,7,20,0.6987991607063193,0.7897615690882027,4.547773825858347,0.05010737629462758,0.3062842998097407,3,2.3465472619961854,3.6150144288676707,0.3061272423088867
