number,value,datetime_start,datetime_complete,duration,params_class_1_weight,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,params_threshold,state
47,-0.7263878944090328,2025-12-07 14:18:02.002501,2025-12-07 14:18:53.985151,0 days 00:00:51.982650,5.808271168666777,0.8275794400646199,1.1827685898118965,0.05094396881652769,6,5,6,649,1.8824341081664646,1.3554680503635246,2.987467820046911,0.7194148467129512,0.3973753219090145,COMPLETE
48,-0.7121123381918963,2025-12-07 14:18:04.859118,2025-12-07 14:18:34.764227,0 days 00:00:29.905109,3.262482689386597,0.6616759085603858,0.06214566129675292,0.08662279156918508,7,10,16,608,1.8414913636320231,4.022064013638702,3.012234999195097,0.7238482588454255,0.39801489543348834,COMPLETE
49,-0.7246158443978584,2025-12-07 14:18:05.574015,2025-12-07 14:18:33.040895,0 days 00:00:27.466880,3.2755764214319782,0.656123175308798,0.1179520550769907,0.08495646514917966,8,10,16,604,1.8211856011746297,3.9948873060056203,7.851956562677214,0.721897301866689,0.3417785223599148,COMPLETE
50,-0.7249807214532125,2025-12-07 14:18:06.147203,2025-12-07 14:18:31.158194,0 days 00:00:25.010991,2.969429150195922,0.7939482477078129,0.0007340461833768579,0.09921595880085475,7,10,17,637,1.8586303437174396,3.9268278143692434,9.197765292275689,0.7624141149739981,0.3346800052775862,COMPLETE
51,-0.72345245233829,2025-12-07 14:18:06.263698,2025-12-07 14:18:29.777432,0 days 00:00:23.513734,3.522675681370266,0.8079960676441597,0.21916900739582781,0.09742223269924523,7,9,9,609,1.641063146585975,3.839039813871131,2.2654473019271157,0.897437296530142,0.3322012231562579,COMPLETE
52,-0.7228318108722125,2025-12-07 14:18:06.970194,2025-12-07 14:18:32.160002,0 days 00:00:25.189808,3.407552237616772,0.8093911660351483,0.20171182350399797,0.09028134770161649,7,9,9,750,1.7874534034000784,3.8913770897847018,2.2824585214436044,0.8963980441104803,0.3336722952743881,COMPLETE
53,-0.7203323772087635,2025-12-07 14:18:08.039050,2025-12-07 14:18:36.891600,0 days 00:00:28.852550,3.5419401865949025,0.7762163979957534,0.20948589024489186,0.09009497755774998,7,9,17,750,1.5743778040737084,3.8578493492753254,2.2430589135620664,0.8935346189359805,0.33072122095788387,COMPLETE
54,-0.7235117975505085,2025-12-07 14:18:08.980993,2025-12-07 14:18:30.465126,0 days 00:00:21.484133,3.315291838273161,0.7810167269643298,0.22626893849423324,0.0950834880621192,7,9,6,748,1.5768223386656586,3.899779694924666,8.767074712556347,0.8984333242535352,0.3344666366912032,COMPLETE
55,-0.7236521937244274,2025-12-07 14:18:11.372477,2025-12-07 14:18:36.126311,0 days 00:00:24.753834,3.2743850429928365,0.785774435732881,0.1786909432309384,0.08362254188386725,8,9,17,664,1.8563970740149818,3.7133356092329826,9.837874582663568,0.8929478160761842,0.33579770374766466,COMPLETE
56,-0.7227677866763268,2025-12-07 14:18:12.911897,2025-12-07 14:18:36.473196,0 days 00:00:23.561299,3.2829625028358818,0.787715308239848,0.1874163796697779,0.08391382208922518,8,9,17,749,1.6747156463778345,3.6515312401774125,9.627330246835756,0.7120855694496389,0.33754001428115976,COMPLETE
57,-0.7241709539503527,2025-12-07 14:18:15.839997,2025-12-07 14:18:39.687055,0 days 00:00:23.847058,3.52297710219874,0.7868953375850426,0.2282528798878285,0.08211179988566474,8,9,17,749,1.8303559260970945,3.775119130044665,9.930510768718875,0.7628111646016873,0.3408845108508456,COMPLETE
58,-0.7235693046947708,2025-12-07 14:18:17.311876,2025-12-07 14:18:40.739416,0 days 00:00:23.427540,3.191778695009748,0.7948787471391291,0.24178909165860857,0.08228227659790331,8,9,17,662,1.553379231265388,3.771244178789553,10.13234373244768,0.7641757492830502,0.3428666929803111,COMPLETE
59,-0.7248288011924862,2025-12-07 14:18:18.951518,2025-12-07 14:18:53.551395,0 days 00:00:34.599877,3.035273786806394,0.7909015808478335,0.2262835141265378,0.05407789588608732,8,9,17,743,1.544919757047881,3.7655431578610288,10.0731487152525,0.7593493006230996,0.33854499509927516,COMPLETE
60,-0.7276477997551012,2025-12-07 14:18:20.971191,2025-12-07 14:20:03.233184,0 days 00:01:42.261993,3.1995602211460215,0.801859964284295,0.19604066219400934,0.010019779628547089,8,9,17,674,1.6414755121603346,3.659840367279952,2.378220558633655,0.7646197690823061,0.3280779469450093,COMPLETE
61,-0.7265562353280555,2025-12-07 14:18:21.618319,2025-12-07 14:18:59.532901,0 days 00:00:37.914582,6.252921417414123,0.8014172367884118,0.19254218410447976,0.05508059377965158,8,9,18,670,1.6633993552482138,3.736191266055628,2.2564217094922285,0.763501370239223,0.34174796658072726,COMPLETE
62,-0.7266992215350225,2025-12-07 14:18:22.880445,2025-12-07 14:19:02.700302,0 days 00:00:39.819857,6.294638846902856,0.8005527969064044,0.23056383492172872,0.05231510140088314,8,9,17,745,1.6005259458529988,3.81950505659645,2.2529687195354278,0.7696748019917622,0.34874694820435914,COMPLETE
63,-0.7265815094514761,2025-12-07 14:18:24.519264,2025-12-07 14:18:49.876029,0 days 00:00:25.356765,6.481326778484184,0.798582874581023,0.19171745802076326,0.08058528398386758,8,9,16,736,1.5514085842016325,2.051689775702511,2.283497388144995,0.7745458790781103,0.3339644782964124,COMPLETE
64,-0.7242979049801062,2025-12-07 14:18:29.780454,2025-12-07 14:20:22.500218,0 days 00:01:52.719764,2.9970214215964015,0.7791860023849584,0.0033801375495678965,0.010148494524323095,8,9,17,749,1.4797128319420079,3.4993658813638304,10.16357847088226,0.763034387312126,0.3486299319294996,COMPLETE
65,-0.7249332320321022,2025-12-07 14:18:30.468293,2025-12-07 14:19:01.831972,0 days 00:00:31.363679,2.8306372442078875,0.8343173740844221,0.011252793395011479,0.05464997305844657,8,9,16,703,2.7584450713707085,3.6325320588644185,9.995912557668744,0.6012024827872388,0.35871028338163397,COMPLETE
66,-0.7207254677476158,2025-12-07 14:18:31.160816,2025-12-07 14:18:54.639621,0 days 00:00:23.478805,6.501897544065805,0.8341477626830753,0.010315187356107931,0.0795689946810759,8,9,17,672,2.565137479313708,3.6349788866893826,9.446069905910933,0.6463319803715679,0.3545521729500009,COMPLETE
67,-0.7247410617513886,2025-12-07 14:18:32.162900,2025-12-07 14:19:04.101484,0 days 00:00:31.938584,2.8879916656044045,0.838484372384308,0.018314505978463583,0.05412591010892059,8,9,16,701,1.3320690340319394,3.5498148735738244,9.769119510988988,0.6048432017224057,0.3577880215643923,COMPLETE
68,-0.7245501984362308,2025-12-07 14:18:33.043750,2025-12-07 14:20:15.455657,0 days 00:01:42.411907,2.819885645988412,0.8369342755268268,0.016148682065724246,0.010322935036594535,8,9,18,677,2.586782207681842,3.0170296997089086,9.97414594939459,0.760418583817097,0.36157519084469797,COMPLETE
69,-0.7253374347047903,2025-12-07 14:18:34.767695,2025-12-07 14:19:06.000140,0 days 00:00:31.232445,2.725308518122432,0.844306267291826,0.02570951234491818,0.05696045409391959,6,9,18,695,1.3437799632192227,3.5836622206507798,10.551538724612831,0.779504161601192,0.3606537537174943,COMPLETE
70,-0.7207356933575795,2025-12-07 14:18:35.470738,2025-12-07 14:19:05.935050,0 days 00:00:30.464312,6.465164136609495,0.8372923682845217,0.008724831008288237,0.05282540391542032,8,9,18,675,2.5268938240911494,3.64331133989636,10.05086312315046,0.7642605867620547,0.3552161161395672,COMPLETE
71,-0.720381623200187,2025-12-07 14:18:36.129152,2025-12-07 14:19:08.362516,0 days 00:00:32.233364,6.476840623787899,0.8387479024846609,0.010373743017779706,0.05042605597614385,6,9,18,683,2.4766177518426558,3.0244998413497353,10.269150789842605,0.6003528245880723,0.36051443086297896,COMPLETE
72,-0.7272741560245013,2025-12-07 14:18:36.476120,2025-12-07 14:19:08.256827,0 days 00:00:31.780707,2.7856546710246906,0.8382224521459287,0.005416208744966788,0.0592766331406171,6,8,18,438,2.566126490276816,1.9918761393371733,4.101583993270393,0.7744155637150562,0.3612271612442104,COMPLETE
73,-0.7254995207176069,2025-12-07 14:18:36.894874,2025-12-07 14:19:13.678133,0 days 00:00:36.783259,6.242930310688384,0.8332402759316979,0.3186144065747207,0.0555808952134604,6,8,19,440,2.5759019922508783,3.0450988884185106,4.127821257826099,0.7600860360396141,0.35397248657592284,COMPLETE
74,-0.7276587815488655,2025-12-07 14:18:39.623610,2025-12-07 14:19:15.350428,0 days 00:00:35.726818,2.870878096013974,0.821653749054294,0.004344188631216828,0.056713439123798066,6,8,19,686,1.3479048643416172,3.0855142692311404,4.207442583608097,0.6018241619548873,0.35730900993349823,COMPLETE
75,-0.7190093812660155,2025-12-07 14:18:39.689702,2025-12-07 14:19:14.248057,0 days 00:00:34.558355,2.8442270616589287,0.8432696289819667,0.010842413254890992,0.06201371746598081,6,8,19,434,2.5479692954259505,4.761075635588216,2.529364630549479,0.6867214419087684,0.3695964912018039,COMPLETE
76,-0.7251533206722648,2025-12-07 14:18:40.742328,2025-12-07 14:19:52.172395,0 days 00:01:11.430067,6.347176491520559,0.8436910465730063,0.00843069341021143,0.010495504881139145,6,8,19,541,1.222794900738945,4.816299501874422,2.5634142060891656,0.6930509958842896,0.36166925159703844,COMPLETE
77,-0.726586767924639,2025-12-07 14:18:49.879017,2025-12-07 14:20:19.234070,0 days 00:01:29.355053,6.264188908724364,0.8335509914266249,0.3384438263057811,0.010663409361657154,2,8,19,694,1.3369544119504728,3.042908532609091,2.5825967625671478,0.6015523304779631,0.3665122564397908,COMPLETE
