number,value,datetime_start,datetime_complete,duration,params_class_1_weight,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,params_threshold,state
10,-0.7174663805773412,2025-12-07 14:17:01.366437,2025-12-07 14:18:01.338961,0 days 00:00:59.972524,9.918423931894548,0.7458429963255477,1.3432763367798572,0.013076877210318638,9,7,14,511,3.0423298783506243,2.3754180762082,2.6519269983664167,0.7074036188082263,0.3163867227703836,COMPLETE
11,-0.7184982130035789,2025-12-07 14:17:01.369627,2025-12-07 14:17:48.975620,0 days 00:00:47.605993,4.244847717575674,0.7665897628901059,0.6107450656217632,0.042042115706716184,0,8,11,502,0.7344556797338125,4.662737206840831,3.4541250208921226,0.8507924695133895,0.13349533408820055,COMPLETE
12,-0.7117405664215841,2025-12-07 14:17:01.371761,2025-12-07 14:17:44.490225,0 days 00:00:43.118464,6.965896381630051,0.8602609751842012,0.0758167711224127,0.012870959265435467,10,4,15,522,4.456697210067161,0.4528362704918598,2.47423201226541,0.8754709482084776,0.28519848372499235,COMPLETE
13,-0.7105974850733909,2025-12-07 14:17:01.374534,2025-12-07 14:17:52.953593,0 days 00:00:51.579059,5.107378090680601,0.8669175289824458,1.9858089183204752,0.01899278085569271,10,4,6,629,0.1648250676844193,0.12103174714971576,2.966663726550939,0.8621432421795319,0.13804273900571656,COMPLETE
14,-0.7166870957816285,2025-12-07 14:17:01.377432,2025-12-07 14:17:54.686834,0 days 00:00:53.309402,2.107994595827029,0.7205307583837071,0.7470144334198718,0.01521859895516098,3,5,11,578,3.0456775251621866,4.346742803341731,4.825826199972866,0.8449425985688659,0.22864746604913277,COMPLETE
15,-0.7098738758689673,2025-12-07 14:17:01.380967,2025-12-07 14:17:33.809449,0 days 00:00:32.428482,4.82266447361555,0.6216155614014752,1.571719839629539,0.014470466912357724,3,6,2,297,4.636562788084657,0.7361185056509789,6.941459805148441,0.8213785090384527,0.30343584067312845,COMPLETE
16,-0.724996363987238,2025-12-07 14:17:01.384794,2025-12-07 14:18:20.968144,0 days 00:01:19.583350,7.073911064903164,0.841072111186284,0.2403772877220327,0.012289239655765451,1,9,2,473,1.4858203552547178,2.578149057176308,2.8290847604939167,0.6364739050911314,0.369603721976986,COMPLETE
17,-0.7088063720805986,2025-12-07 14:17:01.387064,2025-12-07 14:17:38.284894,0 days 00:00:36.897830,9.690444028401723,0.6064365455247449,1.4756417868598477,0.02078135618232555,5,3,3,486,0.966318835284658,1.500026392362785,4.512281670069977,0.8235747821559152,0.2512839535072733,COMPLETE
18,-0.7270680516227801,2025-12-07 14:17:01.390467,2025-12-07 14:18:01.999369,0 days 00:01:00.608902,5.673440120507205,0.7961441727091663,0.17531007155337575,0.028843517277190648,2,8,19,573,2.6714231449423047,0.5705598354496166,2.8803253695931064,0.8113014577587205,0.31504017269347123,COMPLETE
19,-0.7113114666619336,2025-12-07 14:17:01.393574,2025-12-07 14:17:23.203218,0 days 00:00:21.809644,4.6002768242373815,0.707319268954325,1.4848384512870558,0.0334827413581295,10,6,20,191,2.7936661702089283,3.34281811172891,11.677458628864136,0.7748983750992855,0.3074498433779944,COMPLETE
20,-0.71632004093245,2025-12-07 14:17:01.397447,2025-12-07 14:17:41.063607,0 days 00:00:39.666160,7.119831854609359,0.8852673905193291,1.5797945804607632,0.0685821555242638,9,4,1,470,2.0241523720390697,1.952695375085292,2.4071166063327722,0.6877319737576368,0.17339355091386582,COMPLETE
21,-0.713294821662112,2025-12-07 14:17:01.399202,2025-12-07 14:17:54.228953,0 days 00:00:52.829751,2.9810937212316064,0.8597096904082685,0.6509164303654531,0.026042085779230978,1,3,13,688,3.4548272132768965,0.20571271479773112,10.999233347268744,0.6228311949262463,0.3661205407438112,COMPLETE
22,-0.7184341101605992,2025-12-07 14:17:01.462526,2025-12-07 14:17:29.779361,0 days 00:00:28.316835,2.050672159652745,0.6282278423943645,0.469867348392893,0.0701839192829859,6,10,3,143,2.2145155959838836,3.9016600801852697,4.964751438855692,0.7949279761413071,0.3802431835081407,COMPLETE
23,-0.7093088727438144,2025-12-07 14:17:01.466218,2025-12-07 14:17:33.224201,0 days 00:00:31.757983,7.614686868141345,0.8920094670895802,0.3925067305776293,0.01600408796923196,4,4,9,374,0.5087126098423289,2.661132343713288,5.433023826025507,0.8751595826150951,0.29501243518089315,COMPLETE
24,-0.7089363426699807,2025-12-07 14:17:23.206257,2025-12-07 14:17:37.669216,0 days 00:00:14.462959,7.545897761998757,0.8337711091969514,1.589434216396815,0.03937113079860593,1,9,8,73,4.324680653693326,2.857501025000901,3.5153864653067495,0.6690715568437849,0.3006288599425794,COMPLETE
25,-0.7204820310937432,2025-12-07 14:17:26.722340,2025-12-07 14:18:53.350611,0 days 00:01:26.628271,8.07291842759664,0.7181349713468278,0.010115830994768649,0.014059043646445037,4,8,5,714,0.8568690815506286,3.430681077576862,4.730875096365617,0.6375882243729608,0.33884102100209645,COMPLETE
26,-0.7087239187477692,2025-12-07 14:17:29.021133,2025-12-07 14:17:51.028845,0 days 00:00:22.007712,5.2303158549773485,0.8600132390113334,1.4624747666326205,0.031465962111174764,10,3,19,274,4.453432917457728,2.700480718863864,8.114646370031227,0.8340739579171383,0.20274404168690474,COMPLETE
27,-0.7154901534101795,2025-12-07 14:17:29.787280,2025-12-07 14:18:06.967047,0 days 00:00:37.179767,3.4538295911218997,0.6509833252790286,1.3368858720434258,0.03151414778869763,4,7,2,307,3.16639823170686,1.986260638712925,3.8751578665082396,0.8139521705723636,0.1639238872430082,COMPLETE
28,-0.7112435573710495,2025-12-07 14:17:33.227009,2025-12-07 14:18:21.615452,0 days 00:00:48.388443,4.795743930065843,0.875147622479707,1.0856505054485586,0.026121817049424588,1,5,12,517,4.146005878670215,1.292071540807787,3.6362912235487155,0.8161868849247053,0.1279901584511007,COMPLETE
29,-0.7191411033324269,2025-12-07 14:17:33.811987,2025-12-07 14:18:05.570686,0 days 00:00:31.758699,6.7273896607153665,0.7477017340841219,0.37407132466802273,0.06679705224585888,7,5,4,336,2.469973311100423,1.1522376542930668,2.7272322514371865,0.8602268033907788,0.23802797652072044,COMPLETE
30,-0.7085267783048155,2025-12-07 14:17:34.533372,2025-12-07 14:17:56.083095,0 days 00:00:21.549723,8.849743176962338,0.6850903869193876,0.6482161377664124,0.02975730702164574,1,8,2,143,1.0604903655052622,4.9853461968190524,12.09649621406455,0.8555916949784159,0.16744302087356644,COMPLETE
31,-0.7113318791698602,2025-12-07 14:17:37.672013,2025-12-07 14:18:08.035894,0 days 00:00:30.363881,5.74143052468291,0.8180003722662956,1.099017416520111,0.07324436892709145,10,3,8,388,3.502112414290075,3.837728738537489,7.874007084862257,0.8029865783948369,0.26015913371015076,COMPLETE
32,-0.7187058070085273,2025-12-07 14:17:38.287462,2025-12-07 14:18:22.876770,0 days 00:00:44.589308,4.886745779881918,0.6751455019237396,1.1564227189038156,0.04535107579145217,2,8,20,574,0.8240931023221704,1.1535789688016123,8.558332156207507,0.8332136354089141,0.25333422326275906,COMPLETE
33,-0.7271588601410965,2025-12-07 14:17:38.821582,2025-12-07 14:18:06.260624,0 days 00:00:27.439042,2.0971204843800195,0.7020306159719754,0.0020660831936880064,0.09431227596151881,7,10,13,734,1.4427106506344711,4.806608792838556,2.3188734384839114,0.8943798995616175,0.14748007181567607,COMPLETE
34,-0.7244732028990495,2025-12-07 14:17:41.066412,2025-12-07 14:18:04.856365,0 days 00:00:23.789953,2.2920405616759187,0.76532477784977,0.09808737742150198,0.09270154671325333,7,10,14,652,1.8359446653101594,4.398596526713212,6.730439429979594,0.743357224992207,0.39189679491366936,COMPLETE
35,-0.7249224487798184,2025-12-07 14:17:42.421637,2025-12-07 14:18:06.144203,0 days 00:00:23.722566,2.2615601498387883,0.777502807212891,0.003303933408855597,0.09478387312854841,7,10,6,625,2.1916312813901233,4.449929645026187,9.216341642380057,0.7323823485104416,0.38868184046317866,COMPLETE
36,-0.7245003191133739,2025-12-07 14:17:44.492763,2025-12-07 14:18:08.978106,0 days 00:00:24.485343,2.3173908511733408,0.7809817845800361,0.9791059667421306,0.0961940263106648,7,10,6,633,2.089184135056373,4.440436947808117,8.513358630367168,0.7178559924065253,0.3958350239336467,COMPLETE
37,-0.7230036011561987,2025-12-07 14:17:46.852772,2025-12-07 14:18:11.369873,0 days 00:00:24.517101,2.0315291315557893,0.7501003317620624,1.0092688516826605,0.09838307698061456,7,10,6,618,2.240093857893614,4.172190752972641,8.070283147980904,0.7375049578816758,0.3933965208262943,COMPLETE
38,-0.7037745698664785,2025-12-07 14:17:48.978740,2025-12-07 14:18:12.908779,0 days 00:00:23.930039,2.5335983273213003,0.7127187805256101,0.7254380195627649,0.09961366565553341,0,10,6,618,0.2386456978612541,4.592092893489443,2.747711299025866,0.895279074868824,0.390751880413419,COMPLETE
39,-0.7011825598105277,2025-12-07 14:17:51.032054,2025-12-07 14:18:17.309159,0 days 00:00:26.277105,2.152581402885177,0.7168414695667157,0.8416796966984503,0.08753744608443696,0,10,6,599,0.34926479728717413,4.63297249976827,3.1999733334384035,0.8948501562004859,0.399481264147702,COMPLETE
40,-0.7218165963693114,2025-12-07 14:17:52.431463,2025-12-07 14:19:02.319673,0 days 00:01:09.888210,3.3629614675823047,0.7151444478190493,1.063528651855267,0.026368400186920632,0,8,11,601,0.272139467644827,4.871822109376014,3.2218265342815315,0.7245742664518816,0.1546564934046219,COMPLETE
41,-0.7255690407157965,2025-12-07 14:17:52.956286,2025-12-07 14:19:06.208115,0 days 00:01:13.251829,3.5603285271600082,0.7076975246326985,1.0250016717860768,0.026202751190635074,0,8,11,580,1.7929602480275393,4.979585941158001,3.157283973721629,0.7301398454289837,0.3986538423416858,COMPLETE
42,-0.7209780832496012,2025-12-07 14:17:54.232063,2025-12-07 14:18:18.948559,0 days 00:00:24.716496,3.685804855798902,0.7113293673074261,1.143901493201262,0.09671177855045511,0,8,12,576,0.6687892540797318,4.997103865546178,3.1097503465241267,0.7174648018159784,0.1683905706645405,COMPLETE
43,-0.726529151943965,2025-12-07 14:17:54.690155,2025-12-07 14:18:39.620921,0 days 00:00:44.930766,3.8537042328067996,0.6669084308741813,1.2019375604242106,0.047108118078933274,0,8,13,548,1.87225346262333,4.988681850790764,3.105143349766194,0.7190711846958463,0.33692300702563643,COMPLETE
44,-0.7133625004370909,2025-12-07 14:17:56.086245,2025-12-07 14:18:24.516638,0 days 00:00:28.430393,3.4913475777886314,0.6542594611156108,1.1354309487309817,0.09833510423354148,7,10,6,565,1.9322673409661046,3.9944818082407916,3.026480485734636,0.7132926677964473,0.3780503392182918,COMPLETE
45,-0.7268226761318545,2025-12-07 14:17:57.795874,2025-12-07 14:18:53.941484,0 days 00:00:56.145610,3.7991364207616334,0.7681512175915033,1.1301011792329148,0.042171714503743706,7,5,6,619,1.8482837897358215,3.993601130933037,3.232665379752831,0.7144736256709394,0.34159441183736,COMPLETE
46,-0.7280779194755739,2025-12-07 14:18:01.342232,2025-12-07 14:18:57.247908,0 days 00:00:55.905676,3.582326736433722,0.7691113828251143,1.0581231030782667,0.0478983272796651,7,5,6,624,3.9727725590762732,4.048730034818177,2.998691506821711,0.7299978671927526,0.3395329901156858,COMPLETE
